"lon","lat","chlorophyll_mg_m3","euph_depth_m","mld_depth_m"
-12.5,67.5,0.662483394145966,45.3350025629625,70.239280366579
-11.5,67.5,0.768650949001312,44.5850025797263,54.8029095357161
-10.5,67.5,0.709948837757111,45.6300025563687,54.1488812887101
-9.5,67.5,0.603357553482056,46.3150025410578,53.4270837565661
-8.5,67.5,0.634605944156647,46.6200025342405,66.4231820761195
-7.5,67.5,0.642752587795258,45.9450025493279,73.4552837316201
-6.5,67.5,0.731281995773315,45.3800025619566,82.073716455827
-5.5,67.5,0.556073069572449,47.6750025106594,90.4130575259907
-4.5,67.5,0.544743776321411,47.4750025151297,113.183049182982
-3.5,67.5,0.55470210313797,47.6800025105476,107.724772700149
-2.5,67.5,0.61055052280426,46.1350025450811,88.2772549871941
-1.5,67.5,0.580576419830322,46.010002547875,77.8463156273384
-0.5,67.5,0.602196156978607,45.5150025589392,66.863697484811
0.5,67.5,0.615733206272125,44.5200025811791,72.34931843854
1.5,67.5,0.700093269348145,42.8550026183948,97.429001679841
2.5,67.5,0.711389780044556,42.6400026232004,93.9990702013363
3.5,67.5,0.771468877792358,41.6800026446581,112.04834453643
4.5,67.5,0.749011695384979,41.6300026457757,135.54403134864
5.5,67.5,0.721783876419067,42.0550026362762,124.111371279127
6.5,67.5,0.775288939476013,41.3500026520342,111.41123578518
7.5,67.5,0.751887679100037,41.6700026448816,115.28517458776
8.5,67.5,0.811387062072754,41.4200026504695,123.232055050011
9.5,67.5,0.862308025360107,41.2000026553869,172.257219883206
10.5,67.5,1.30231666564941,37.9000027291477,70.2592354906655
11.5,67.5,1.13479149341583,36.6100027579814,NA
12.5,67.5,1.35204553604126,33.4900028277189,NA
13.5,67.5,1.04741835594177,37.6750027341768,NA
14.5,67.5,1.04369509220123,36.7800027541816,NA
15.5,67.5,NA,NA,NA
16.5,67.5,NA,NA,NA
17.5,67.5,NA,NA,NA
18.5,67.5,NA,NA,NA
19.5,67.5,NA,NA,NA
20.5,67.5,NA,NA,NA
21.5,67.5,NA,NA,NA
22.5,67.5,NA,NA,NA
23.5,67.5,NA,NA,NA
24.5,67.5,NA,NA,NA
25.5,67.5,NA,NA,NA
26.5,67.5,NA,NA,NA
27.5,67.5,NA,NA,NA
28.5,67.5,NA,NA,NA
29.5,67.5,NA,NA,NA
30.5,67.5,NA,NA,NA
31.5,67.5,NA,NA,NA
32.5,67.5,NA,NA,NA
33.5,67.5,NA,NA,NA
34.5,67.5,NA,NA,NA
35.5,67.5,NA,NA,NA
36.5,67.5,NA,NA,NA
37.5,67.5,NA,NA,NA
38.5,67.5,NA,NA,NA
39.5,67.5,NA,NA,NA
40.5,67.5,NA,NA,NA
41.5,67.5,NA,NA,NA
42.5,67.5,2.4847137928009,23.340003054589,NA
43.5,67.5,5.25179004669189,10.7100033368915,NA
44.5,67.5,NA,NA,NA
45.5,67.5,NA,NA,NA
46.5,67.5,3.00507473945618,16.7200032025576,NA
47.5,67.5,3.21654534339905,15.1300032380968,NA
48.5,67.5,NA,NA,NA
49.5,67.5,NA,NA,NA
50.5,67.5,NA,NA,NA
51.5,67.5,NA,NA,NA
52.5,67.5,NA,NA,NA
53.5,67.5,NA,NA,NA
54.5,67.5,NA,NA,NA
55.5,67.5,NA,NA,NA
56.5,67.5,NA,NA,NA
57.5,67.5,NA,NA,NA
58.5,67.5,NA,NA,NA
59.5,67.5,NA,NA,NA
60.5,67.5,NA,NA,NA
61.5,67.5,NA,NA,NA
62.5,67.5,NA,NA,NA
63.5,67.5,NA,NA,NA
64.5,67.5,NA,NA,NA
65.5,67.5,NA,NA,NA
66.5,67.5,NA,NA,NA
67.5,67.5,NA,NA,NA
68.5,67.5,NA,NA,NA
69.5,67.5,NA,NA,NA
70.5,67.5,NA,NA,NA
71.5,67.5,NA,NA,NA
72.5,67.5,NA,NA,NA
73.5,67.5,18.478479385376,4.35500347893685,NA
74.5,67.5,20.9752616882324,4.03000348620117,NA
75.5,67.5,NA,NA,NA
76.5,67.5,NA,NA,NA
77.5,67.5,NA,NA,NA
78.5,67.5,NA,NA,NA
79.5,67.5,NA,NA,NA
80.5,67.5,NA,NA,NA
81.5,67.5,NA,NA,NA
82.5,67.5,NA,NA,NA
83.5,67.5,NA,NA,NA
84.5,67.5,NA,NA,NA
85.5,67.5,NA,NA,NA
86.5,67.5,NA,NA,NA
87.5,67.5,NA,NA,NA
88.5,67.5,NA,NA,NA
89.5,67.5,NA,NA,NA
90.5,67.5,NA,NA,NA
91.5,67.5,NA,NA,NA
92.5,67.5,NA,NA,NA
93.5,67.5,NA,NA,NA
94.5,67.5,NA,NA,NA
95.5,67.5,NA,NA,NA
96.5,67.5,NA,NA,NA
97.5,67.5,NA,NA,NA
98.5,67.5,NA,NA,NA
99.5,67.5,NA,NA,NA
100.5,67.5,NA,NA,NA
101.5,67.5,NA,NA,NA
102.5,67.5,NA,NA,NA
103.5,67.5,NA,NA,NA
104.5,67.5,NA,NA,NA
105.5,67.5,NA,NA,NA
106.5,67.5,NA,NA,NA
107.5,67.5,NA,NA,NA
108.5,67.5,NA,NA,NA
109.5,67.5,NA,NA,NA
110.5,67.5,NA,NA,NA
111.5,67.5,NA,NA,NA
112.5,67.5,NA,NA,NA
113.5,67.5,NA,NA,NA
114.5,67.5,NA,NA,NA
115.5,67.5,NA,NA,NA
116.5,67.5,NA,NA,NA
117.5,67.5,NA,NA,NA
118.5,67.5,NA,NA,NA
119.5,67.5,NA,NA,NA
120.5,67.5,NA,NA,NA
121.5,67.5,NA,NA,NA
122.5,67.5,NA,NA,NA
123.5,67.5,NA,NA,NA
124.5,67.5,NA,NA,NA
125.5,67.5,NA,NA,NA
126.5,67.5,NA,NA,NA
127.5,67.5,NA,NA,NA
128.5,67.5,NA,NA,NA
129.5,67.5,NA,NA,NA
130.5,67.5,NA,NA,NA
131.5,67.5,NA,NA,NA
132.5,67.5,NA,NA,NA
133.5,67.5,NA,NA,NA
134.5,67.5,NA,NA,NA
135.5,67.5,NA,NA,NA
136.5,67.5,NA,NA,NA
137.5,67.5,NA,NA,NA
138.5,67.5,NA,NA,NA
139.5,67.5,NA,NA,NA
140.5,67.5,NA,NA,NA
141.5,67.5,NA,NA,NA
142.5,67.5,NA,NA,NA
143.5,67.5,NA,NA,NA
144.5,67.5,NA,NA,NA
145.5,67.5,NA,NA,NA
146.5,67.5,NA,NA,NA
147.5,67.5,NA,NA,NA
148.5,67.5,NA,NA,NA
149.5,67.5,NA,NA,NA
150.5,67.5,NA,NA,NA
151.5,67.5,NA,NA,NA
152.5,67.5,NA,NA,NA
153.5,67.5,NA,NA,NA
154.5,67.5,NA,NA,NA
155.5,67.5,NA,NA,NA
156.5,67.5,NA,NA,NA
157.5,67.5,NA,NA,NA
158.5,67.5,NA,NA,NA
159.5,67.5,NA,NA,NA
160.5,67.5,NA,NA,NA
161.5,67.5,NA,NA,NA
162.5,67.5,NA,NA,NA
163.5,67.5,NA,NA,NA
164.5,67.5,NA,NA,NA
165.5,67.5,NA,NA,NA
166.5,67.5,NA,NA,NA
167.5,67.5,NA,NA,NA
168.5,67.5,NA,NA,NA
169.5,67.5,NA,NA,NA
170.5,67.5,NA,NA,NA
171.5,67.5,NA,NA,NA
172.5,67.5,0.187854424118996,79.9600017890334,NA
173.5,67.5,NA,NA,NA
174.5,67.5,NA,NA,NA
175.5,67.5,NA,NA,NA
176.5,67.5,NA,NA,NA
177.5,67.5,NA,NA,NA
178.5,67.5,NA,NA,NA
179.5,67.5,NA,NA,NA
-179.5,66.5,NA,NA,NA
-178.5,66.5,NA,NA,NA
-177.5,66.5,NA,NA,NA
-176.5,66.5,NA,NA,NA
-175.5,66.5,NA,NA,NA
-174.5,66.5,NA,NA,NA
-173.5,66.5,18.6012554168701,7.78500340227038,NA
-172.5,66.5,NA,NA,NA
-171.5,66.5,NA,NA,NA
-170.5,66.5,NA,NA,NA
-169.5,66.5,2.67995405197144,23.7100030463189,NA
-168.5,66.5,2.43366837501526,23.8750030426309,NA
-167.5,66.5,1.8738819360733,24.0250030392781,NA
-166.5,66.5,1.77940165996552,26.7350029787049,NA
-165.5,66.5,2.14927768707275,23.3300030548126,NA
-164.5,66.5,8.87748336791992,15.050003239885,NA
-163.5,66.5,NA,NA,NA
-162.5,66.5,5.66524839401245,15.1400032378733,NA
-161.5,66.5,9.15277481079102,10.6700033377856,NA
-160.5,66.5,NA,NA,NA
-159.5,66.5,NA,NA,NA
-158.5,66.5,NA,NA,NA
-157.5,66.5,NA,NA,NA
-156.5,66.5,NA,NA,NA
-155.5,66.5,NA,NA,NA
-154.5,66.5,NA,NA,NA
-153.5,66.5,NA,NA,NA
-152.5,66.5,NA,NA,NA
-151.5,66.5,NA,NA,NA
-150.5,66.5,NA,NA,NA
-149.5,66.5,NA,NA,NA
-148.5,66.5,NA,NA,NA
-147.5,66.5,NA,NA,NA
-146.5,66.5,NA,NA,NA
-145.5,66.5,NA,NA,NA
-144.5,66.5,NA,NA,NA
-143.5,66.5,NA,NA,NA
-142.5,66.5,NA,NA,NA
-141.5,66.5,NA,NA,NA
-140.5,66.5,NA,NA,NA
-139.5,66.5,NA,NA,NA
-138.5,66.5,NA,NA,NA
-137.5,66.5,NA,NA,NA
-136.5,66.5,NA,NA,NA
-135.5,66.5,NA,NA,NA
-134.5,66.5,NA,NA,NA
-133.5,66.5,NA,NA,NA
-132.5,66.5,NA,NA,NA
-131.5,66.5,NA,NA,NA
-130.5,66.5,NA,NA,NA
-129.5,66.5,NA,NA,NA
-128.5,66.5,NA,NA,NA
-127.5,66.5,NA,NA,NA
-126.5,66.5,NA,NA,NA
-125.5,66.5,NA,NA,NA
-124.5,66.5,NA,NA,NA
-123.5,66.5,NA,NA,NA
-122.5,66.5,NA,NA,NA
-121.5,66.5,1.51904988288879,30.2750028995797,NA
-120.5,66.5,0.88294392824173,36.7400027550757,NA
-119.5,66.5,NA,NA,NA
-118.5,66.5,NA,NA,NA
-117.5,66.5,3.48654103279114,18.8450031550601,NA
-116.5,66.5,NA,NA,NA
-115.5,66.5,NA,NA,NA
-114.5,66.5,NA,NA,NA
-113.5,66.5,NA,NA,NA
-112.5,66.5,NA,NA,NA
-111.5,66.5,NA,NA,NA
-110.5,66.5,NA,NA,NA
-109.5,66.5,NA,NA,NA
-108.5,66.5,NA,NA,NA
-107.5,66.5,NA,NA,NA
-106.5,66.5,NA,NA,NA
-105.5,66.5,NA,NA,NA
-104.5,66.5,NA,NA,NA
-103.5,66.5,NA,NA,NA
-102.5,66.5,NA,NA,NA
-101.5,66.5,NA,NA,NA
-100.5,66.5,NA,NA,NA
-99.5,66.5,NA,NA,NA
-98.5,66.5,NA,NA,NA
-97.5,66.5,NA,NA,NA
-96.5,66.5,NA,NA,NA
-95.5,66.5,NA,NA,NA
-94.5,66.5,NA,NA,NA
-93.5,66.5,NA,NA,NA
-92.5,66.5,NA,NA,NA
-91.5,66.5,NA,NA,NA
-90.5,66.5,NA,NA,NA
-89.5,66.5,NA,NA,NA
-88.5,66.5,NA,NA,NA
-87.5,66.5,NA,NA,NA
-86.5,66.5,NA,NA,NA
-85.5,66.5,NA,NA,NA
-84.5,66.5,NA,NA,NA
-83.5,66.5,1.35533261299133,30.1000029034913,NA
-82.5,66.5,0.912227272987366,35.1900027897209,NA
-81.5,66.5,0.628379166126251,40.4250026727095,NA
-80.5,66.5,0.582500636577606,41.5500026475638,NA
-79.5,66.5,0.774589657783508,36.2800027653575,NA
-78.5,66.5,0.913229584693909,30.8050028877333,NA
-77.5,66.5,0.86338210105896,30.5650028930977,NA
-76.5,66.5,1.34041559696198,24.2150030350313,NA
-75.5,66.5,1.43856406211853,22.1450030812994,NA
-74.5,66.5,0.772800087928772,31.4300028737634,NA
-73.5,66.5,2.13494420051575,16.3200032114983,NA
-72.5,66.5,NA,NA,NA
-71.5,66.5,NA,NA,NA
-70.5,66.5,NA,NA,NA
-69.5,66.5,NA,NA,NA
-68.5,66.5,NA,NA,NA
-67.5,66.5,NA,NA,NA
-66.5,66.5,NA,NA,NA
-65.5,66.5,NA,NA,NA
-64.5,66.5,NA,NA,NA
-63.5,66.5,NA,NA,NA
-62.5,66.5,NA,NA,NA
-61.5,66.5,NA,NA,NA
-60.5,66.5,0.681738317012787,42.3450026297942,NA
-59.5,66.5,0.521466314792633,46.7000025324523,NA
-58.5,66.5,0.461818397045135,47.0800025239587,NA
-57.5,66.5,0.544132769107819,44.9050025725737,NA
-56.5,66.5,0.689041376113892,44.3800025843084,22.4736117466746
-55.5,66.5,1.06542229652405,39.3050026977435,NA
-54.5,66.5,1.0339607000351,37.7700027320534,NA
-53.5,66.5,0.956459522247314,36.6250027576461,NA
-52.5,66.5,NA,NA,NA
-51.5,66.5,NA,NA,NA
-50.5,66.5,NA,NA,NA
-49.5,66.5,NA,NA,NA
-48.5,66.5,NA,NA,NA
-47.5,66.5,NA,NA,NA
-46.5,66.5,NA,NA,NA
-45.5,66.5,NA,NA,NA
-44.5,66.5,NA,NA,NA
-43.5,66.5,NA,NA,NA
-42.5,66.5,NA,NA,NA
-41.5,66.5,NA,NA,NA
-40.5,66.5,NA,NA,NA
-39.5,66.5,NA,NA,NA
-38.5,66.5,NA,NA,NA
-37.5,66.5,NA,NA,NA
-36.5,66.5,NA,NA,NA
-35.5,66.5,NA,NA,NA
-34.5,66.5,NA,NA,NA
-33.5,66.5,0.513674378395081,42.9400026164949,11.8811755371305
-32.5,66.5,0.559831023216248,42.9700026158243,10.643218584728
-31.5,66.5,0.579726278781891,43.4950026040897,16.0882246507293
-30.5,66.5,0.583168387413025,44.9950025705621,NA
-29.5,66.5,0.817985653877258,40.9800026603043,NA
-28.5,66.5,0.895982205867767,40.3200026750565,14.7522332211913
-27.5,66.5,0.738514482975006,43.7200025990605,NA
-26.5,66.5,0.703154265880585,44.8800025731325,NA
-25.5,66.5,0.756081342697144,43.875002595596,NA
-24.5,66.5,1.22453939914703,37.9750027274713,NA
-23.5,66.5,1.4444237947464,36.1350027685985,NA
-22.5,66.5,1.507279753685,30.3200028985739,NA
-21.5,66.5,1.14045262336731,35.3800027854741,NA
-20.5,66.5,1.09770905971527,39.5550026921555,NA
-19.5,66.5,1.74949979782104,34.4850028054789,NA
-18.5,66.5,1.51437675952911,36.8150027533993,NA
-17.5,66.5,1.41258752346039,33.6700028236955,NA
-16.5,66.5,1.22391664981842,34.5950028030202,NA
-15.5,66.5,NA,NA,NA
-14.5,66.5,1.181356549263,35.835002775304,NA
-13.5,66.5,1.08858263492584,39.4500026945025,17.5233847393358
-12.5,66.5,1.15095448493958,40.4400026723742,37.2279508489898
-11.5,66.5,1.1377569437027,40.7600026652217,45.5632576849157
-10.5,66.5,1.12992882728577,42.0350026367232,54.6763228294174
-9.5,66.5,1.05136132240295,43.9500025939196,47.3249975632353
-8.5,66.5,0.844699800014496,45.3200025632977,67.0182872802117
-7.5,66.5,0.761453807353973,45.2450025649741,59.1911006813826
-6.5,66.5,0.597586870193481,46.1650025444105,70.5308467491494
-5.5,66.5,0.597431838512421,46.155002544634,96.6753683606469
-4.5,66.5,0.61767965555191,46.2500025425106,85.9578392682834
-3.5,66.5,0.6787109375,45.9400025494397,82.761489790423
-2.5,66.5,0.561596810817719,45.5550025580451,79.8309110038934
-1.5,66.5,0.621580541133881,44.9500025715679,90.0598133541006
-0.5,66.5,0.678949952125549,43.8550025960431,71.4627209800441
0.5,66.5,0.693555176258087,42.3850026289001,68.44747671258
1.5,66.5,0.740605890750885,41.3900026511401,113.150688360432
2.5,66.5,0.858792245388031,40.2200026772916,98.3899859175257
3.5,66.5,0.833405435085297,40.7100026663393,76.2768944649189
4.5,66.5,0.808521687984467,40.7200026661158,95.760949822129
5.5,66.5,0.87941700220108,39.6400026902556,47.0793622534974
6.5,66.5,1.00330495834351,38.3400027193129,144.597627402606
7.5,66.5,0.960608601570129,38.6800027117133,267.883447889632
8.5,66.5,0.97611802816391,41.4850026490167,196.137952199343
9.5,66.5,0.91296261548996,41.2600026540458,NA
10.5,66.5,0.824886500835419,41.7700026426464,NA
11.5,66.5,0.907009601593018,41.1450026566163,NA
12.5,66.5,1.10452997684479,35.4850027831271,NA
13.5,66.5,NA,NA,NA
14.5,66.5,NA,NA,NA
15.5,66.5,NA,NA,NA
16.5,66.5,NA,NA,NA
17.5,66.5,NA,NA,NA
18.5,66.5,NA,NA,NA
19.5,66.5,NA,NA,NA
20.5,66.5,NA,NA,NA
21.5,66.5,NA,NA,NA
22.5,66.5,NA,NA,NA
23.5,66.5,NA,NA,NA
24.5,66.5,NA,NA,NA
25.5,66.5,NA,NA,NA
26.5,66.5,NA,NA,NA
27.5,66.5,NA,NA,NA
28.5,66.5,NA,NA,NA
29.5,66.5,NA,NA,NA
30.5,66.5,NA,NA,NA
31.5,66.5,NA,NA,NA
32.5,66.5,NA,NA,NA
33.5,66.5,NA,NA,NA
34.5,66.5,3.81964755058289,25.0000030174851,NA
35.5,66.5,1.98964047431946,31.5850028702989,NA
36.5,66.5,NA,NA,NA
37.5,66.5,NA,NA,NA
38.5,66.5,NA,NA,NA
39.5,66.5,NA,NA,NA
40.5,66.5,NA,NA,NA
41.5,66.5,8.20589447021484,16.31500321161,NA
42.5,66.5,12.5530633926392,10.4550033425912,NA
43.5,66.5,9.95528030395508,7.53500340785831,NA
44.5,66.5,11.5988159179688,6.91000342182815,NA
45.5,66.5,NA,NA,NA
46.5,66.5,NA,NA,NA
47.5,66.5,NA,NA,NA
48.5,66.5,NA,NA,NA
49.5,66.5,NA,NA,NA
50.5,66.5,NA,NA,NA
51.5,66.5,NA,NA,NA
52.5,66.5,NA,NA,NA
53.5,66.5,NA,NA,NA
54.5,66.5,NA,NA,NA
55.5,66.5,NA,NA,NA
56.5,66.5,NA,NA,NA
57.5,66.5,NA,NA,NA
58.5,66.5,NA,NA,NA
59.5,66.5,NA,NA,NA
60.5,66.5,NA,NA,NA
61.5,66.5,NA,NA,NA
62.5,66.5,NA,NA,NA
63.5,66.5,NA,NA,NA
64.5,66.5,NA,NA,NA
65.5,66.5,NA,NA,NA
66.5,66.5,NA,NA,NA
67.5,66.5,NA,NA,NA
68.5,66.5,NA,NA,NA
69.5,66.5,NA,NA,NA
70.5,66.5,NA,NA,NA
71.5,66.5,28.0483913421631,3.95000348798931,NA
72.5,66.5,23.6474914550781,4.25500348117203,NA
73.5,66.5,NA,NA,NA
74.5,66.5,NA,NA,NA
75.5,66.5,NA,NA,NA
76.5,66.5,NA,NA,NA
77.5,66.5,NA,NA,NA
78.5,66.5,NA,NA,NA
79.5,66.5,NA,NA,NA
80.5,66.5,NA,NA,NA
81.5,66.5,NA,NA,NA
82.5,66.5,NA,NA,NA
83.5,66.5,NA,NA,NA
84.5,66.5,NA,NA,NA
85.5,66.5,NA,NA,NA
86.5,66.5,NA,NA,NA
87.5,66.5,NA,NA,NA
88.5,66.5,NA,NA,NA
89.5,66.5,NA,NA,NA
90.5,66.5,NA,NA,NA
91.5,66.5,NA,NA,NA
92.5,66.5,NA,NA,NA
93.5,66.5,NA,NA,NA
94.5,66.5,NA,NA,NA
95.5,66.5,NA,NA,NA
96.5,66.5,NA,NA,NA
97.5,66.5,NA,NA,NA
98.5,66.5,NA,NA,NA
99.5,66.5,NA,NA,NA
100.5,66.5,NA,NA,NA
101.5,66.5,NA,NA,NA
102.5,66.5,NA,NA,NA
103.5,66.5,NA,NA,NA
104.5,66.5,NA,NA,NA
105.5,66.5,NA,NA,NA
106.5,66.5,NA,NA,NA
107.5,66.5,NA,NA,NA
108.5,66.5,NA,NA,NA
109.5,66.5,NA,NA,NA
110.5,66.5,NA,NA,NA
111.5,66.5,NA,NA,NA
112.5,66.5,NA,NA,NA
113.5,66.5,NA,NA,NA
114.5,66.5,NA,NA,NA
115.5,66.5,NA,NA,NA
116.5,66.5,NA,NA,NA
117.5,66.5,NA,NA,NA
118.5,66.5,NA,NA,NA
119.5,66.5,NA,NA,NA
120.5,66.5,NA,NA,NA
121.5,66.5,NA,NA,NA
122.5,66.5,NA,NA,NA
123.5,66.5,NA,NA,NA
124.5,66.5,NA,NA,NA
125.5,66.5,NA,NA,NA
126.5,66.5,NA,NA,NA
127.5,66.5,NA,NA,NA
128.5,66.5,NA,NA,NA
129.5,66.5,NA,NA,NA
130.5,66.5,NA,NA,NA
131.5,66.5,NA,NA,NA
132.5,66.5,NA,NA,NA
133.5,66.5,NA,NA,NA
134.5,66.5,NA,NA,NA
135.5,66.5,NA,NA,NA
136.5,66.5,NA,NA,NA
137.5,66.5,NA,NA,NA
138.5,66.5,NA,NA,NA
139.5,66.5,NA,NA,NA
140.5,66.5,NA,NA,NA
141.5,66.5,NA,NA,NA
142.5,66.5,NA,NA,NA
143.5,66.5,NA,NA,NA
144.5,66.5,NA,NA,NA
145.5,66.5,NA,NA,NA
146.5,66.5,NA,NA,NA
147.5,66.5,NA,NA,NA
148.5,66.5,NA,NA,NA
149.5,66.5,NA,NA,NA
150.5,66.5,NA,NA,NA
151.5,66.5,NA,NA,NA
152.5,66.5,NA,NA,NA
153.5,66.5,NA,NA,NA
154.5,66.5,NA,NA,NA
155.5,66.5,NA,NA,NA
156.5,66.5,NA,NA,NA
157.5,66.5,NA,NA,NA
158.5,66.5,NA,NA,NA
159.5,66.5,NA,NA,NA
160.5,66.5,NA,NA,NA
161.5,66.5,NA,NA,NA
162.5,66.5,NA,NA,NA
163.5,66.5,NA,NA,NA
164.5,66.5,NA,NA,NA
165.5,66.5,NA,NA,NA
166.5,66.5,NA,NA,NA
167.5,66.5,NA,NA,NA
168.5,66.5,NA,NA,NA
169.5,66.5,NA,NA,NA
170.5,66.5,NA,NA,NA
171.5,66.5,NA,NA,NA
172.5,66.5,NA,NA,NA
173.5,66.5,NA,NA,NA
174.5,66.5,NA,NA,NA
175.5,66.5,NA,NA,NA
176.5,66.5,NA,NA,NA
177.5,66.5,NA,NA,NA
178.5,66.5,NA,NA,NA
179.5,66.5,NA,NA,NA
-179.5,65.5,NA,NA,NA
-178.5,65.5,2.35369205474854,25.3450030097738,NA
-177.5,65.5,NA,NA,NA
-176.5,65.5,1.94768989086151,24.5950030265376,NA
-175.5,65.5,NA,NA,NA
-174.5,65.5,NA,NA,NA
-173.5,65.5,NA,NA,NA
-172.5,65.5,NA,NA,NA
-171.5,65.5,5.64811515808105,16.9700031969696,NA
-170.5,65.5,NA,NA,NA
-169.5,65.5,3.11318588256836,23.7300030458719,NA
-168.5,65.5,3.25407075881958,23.8050030441955,NA
-167.5,65.5,2.84179282188416,23.7400030456483,NA
-166.5,65.5,NA,NA,NA
-165.5,65.5,NA,NA,NA
-164.5,65.5,NA,NA,NA
-163.5,65.5,NA,NA,NA
-162.5,65.5,NA,NA,NA
-161.5,65.5,NA,NA,NA
-160.5,65.5,NA,NA,NA
-159.5,65.5,NA,NA,NA
-158.5,65.5,NA,NA,NA
-157.5,65.5,NA,NA,NA
-156.5,65.5,NA,NA,NA
-155.5,65.5,NA,NA,NA
-154.5,65.5,NA,NA,NA
-153.5,65.5,NA,NA,NA
-152.5,65.5,NA,NA,NA
-151.5,65.5,NA,NA,NA
-150.5,65.5,NA,NA,NA
-149.5,65.5,NA,NA,NA
-148.5,65.5,NA,NA,NA
-147.5,65.5,NA,NA,NA
-146.5,65.5,NA,NA,NA
-145.5,65.5,NA,NA,NA
-144.5,65.5,NA,NA,NA
-143.5,65.5,NA,NA,NA
-142.5,65.5,NA,NA,NA
-141.5,65.5,NA,NA,NA
-140.5,65.5,NA,NA,NA
-139.5,65.5,NA,NA,NA
-138.5,65.5,NA,NA,NA
-137.5,65.5,NA,NA,NA
-136.5,65.5,NA,NA,NA
-135.5,65.5,NA,NA,NA
-134.5,65.5,NA,NA,NA
-133.5,65.5,NA,NA,NA
-132.5,65.5,NA,NA,NA
-131.5,65.5,NA,NA,NA
-130.5,65.5,NA,NA,NA
-129.5,65.5,NA,NA,NA
-128.5,65.5,NA,NA,NA
-127.5,65.5,NA,NA,NA
-126.5,65.5,NA,NA,NA
-125.5,65.5,NA,NA,NA
-124.5,65.5,NA,NA,NA
-123.5,65.5,NA,NA,NA
-122.5,65.5,NA,NA,NA
-121.5,65.5,1.09880816936493,33.0750028369948,NA
-120.5,65.5,NA,NA,NA
-119.5,65.5,7.2861328125,17.2300031911582,NA
-118.5,65.5,NA,NA,NA
-117.5,65.5,NA,NA,NA
-116.5,65.5,NA,NA,NA
-115.5,65.5,NA,NA,NA
-114.5,65.5,NA,NA,NA
-113.5,65.5,NA,NA,NA
-112.5,65.5,NA,NA,NA
-111.5,65.5,NA,NA,NA
-110.5,65.5,NA,NA,NA
-109.5,65.5,NA,NA,NA
-108.5,65.5,NA,NA,NA
-107.5,65.5,NA,NA,NA
-106.5,65.5,NA,NA,NA
-105.5,65.5,NA,NA,NA
-104.5,65.5,NA,NA,NA
-103.5,65.5,NA,NA,NA
-102.5,65.5,NA,NA,NA
-101.5,65.5,NA,NA,NA
-100.5,65.5,NA,NA,NA
-99.5,65.5,NA,NA,NA
-98.5,65.5,NA,NA,NA
-97.5,65.5,NA,NA,NA
-96.5,65.5,NA,NA,NA
-95.5,65.5,NA,NA,NA
-94.5,65.5,NA,NA,NA
-93.5,65.5,NA,NA,NA
-92.5,65.5,NA,NA,NA
-91.5,65.5,NA,NA,NA
-90.5,65.5,NA,NA,NA
-89.5,65.5,NA,NA,NA
-88.5,65.5,0.805911421775818,39.7000026889145,NA
-87.5,65.5,NA,NA,NA
-86.5,65.5,NA,NA,NA
-85.5,65.5,NA,NA,NA
-84.5,65.5,0.992725014686584,32.6600028462708,NA
-83.5,65.5,0.599705755710602,41.9450026387349,NA
-82.5,65.5,0.565533697605133,42.1800026334822,NA
-81.5,65.5,0.628406822681427,40.9550026608631,NA
-80.5,65.5,0.89430832862854,34.4150028070435,NA
-79.5,65.5,0.713988363742828,37.5450027370825,NA
-78.5,65.5,1.15090608596802,29.660002913326,NA
-77.5,65.5,1.37639248371124,25.7350030010566,NA
-76.5,65.5,1.52635824680328,19.465003141202,NA
-75.5,65.5,1.77410507202148,15.1700032372028,NA
-74.5,65.5,1.86767888069153,11.3850033218041,NA
-73.5,65.5,NA,NA,NA
-72.5,65.5,NA,NA,NA
-71.5,65.5,NA,NA,NA
-70.5,65.5,NA,NA,NA
-69.5,65.5,NA,NA,NA
-68.5,65.5,NA,NA,NA
-67.5,65.5,NA,NA,NA
-66.5,65.5,1.4953818321228,31.4900028724223,NA
-65.5,65.5,0.516381978988647,44.2850025864318,NA
-64.5,65.5,NA,NA,NA
-63.5,65.5,NA,NA,NA
-62.5,65.5,0.782948553562164,36.6550027569756,NA
-61.5,65.5,0.494466543197632,46.0400025472045,NA
-60.5,65.5,0.424935162067413,48.7400024868548,NA
-59.5,65.5,0.467557638883591,47.5850025126711,NA
-58.5,65.5,0.526829361915588,45.7550025535747,NA
-57.5,65.5,0.619014084339142,43.5750026023015,NA
-56.5,65.5,0.665971219539642,44.5000025816262,25.7500791600626
-55.5,65.5,0.801870286464691,44.6300025787205,31.6200766613441
-54.5,65.5,1.26368820667267,40.4750026715919,NA
-53.5,65.5,1.20987474918365,37.9600027278066,27.4765532605922
-52.5,65.5,NA,NA,9.50567432361216
-51.5,65.5,NA,NA,NA
-50.5,65.5,NA,NA,NA
-49.5,65.5,NA,NA,NA
-48.5,65.5,NA,NA,NA
-47.5,65.5,NA,NA,NA
-46.5,65.5,NA,NA,NA
-45.5,65.5,NA,NA,NA
-44.5,65.5,NA,NA,NA
-43.5,65.5,NA,NA,NA
-42.5,65.5,NA,NA,NA
-41.5,65.5,NA,NA,NA
-40.5,65.5,NA,NA,NA
-39.5,65.5,NA,NA,NA
-38.5,65.5,NA,NA,29.2076079243808
-37.5,65.5,0.55162101984024,43.025002614595,18.6468581422574
