"log10_Vol_um3","log10_fgC","Source"
-0.671572883909941,0.987191647051594,"Sargasso Sea, n = 145"
-0.741423025646095,1.27954484125818,"Sargasso Sea, n = 145"
-0.805758682508343,1.33829120434319,"Sargasso Sea, n = 145"
-0.840854745155456,1.36768041636498,"Sargasso Sea, n = 145"
-0.987405386775389,1.27359218995049,"Sargasso Sea, n = 145"
-1.05755476412486,1.36156746026445,"Sargasso Sea, n = 145"
-1.15699717062041,1.44240382380366,"Sargasso Sea, n = 145"
-1.15096971040939,1.55915914792659,"Sargasso Sea, n = 145"
-1.03980368006369,1.48555787403784,"Sargasso Sea, n = 145"
-1.03379759382506,1.58771477502558,"Sargasso Sea, n = 145"
-0.946046750221087,1.5215409565387,"Sargasso Sea, n = 145"
-0.858146288810459,1.55755609999813,"Sargasso Sea, n = 145"
-0.887610309735577,1.43362980814188,"Sargasso Sea, n = 145"
-0.723586445695416,1.46192894757232,"Sargasso Sea, n = 145"
-0.746916136547622,1.52775009551494,"Sargasso Sea, n = 145"
-0.717484176581073,1.62977875266841,"Sargasso Sea, n = 145"
-0.78180914645713,1.69582432732101,"Sargasso Sea, n = 145"
-0.728855129886959,1.86341764474855,"Sargasso Sea, n = 145"
-0.658630943634163,1.82653685540775,"Sargasso Sea, n = 145"
-0.652988214925979,1.6805205630973,"Sargasso Sea, n = 145"
-0.53567716752118,1.80396594057501,"Sargasso Sea, n = 145"
-0.582699906756045,1.68743504316207,"Sargasso Sea, n = 145"
-0.530109247716325,1.60685516729141,"Sargasso Sea, n = 145"
-0.477336909911378,1.65036188806985,"Sargasso Sea, n = 145"
-0.39525016898797,1.71560593875823,"Sargasso Sea, n = 145"
-0.307413829494479,1.70782581281209,"Sargasso Sea, n = 145"
-0.418131006420207,2.08799397253979,"Sargasso Sea, n = 145"
-0.271815478496448,2.02149954446721,"Sargasso Sea, n = 145"
-0.189878355379695,1.98455463320928,"Sargasso Sea, n = 145"
-0.0844619236040791,1.98397753595503,"Sargasso Sea, n = 145"
-0.113616021929696,2.071728379559,"Sargasso Sea, n = 145"
-0.0433170267735723,2.08594207119136,"Sargasso Sea, n = 145"
-0.0666253436534001,2.16636164226917,"Sargasso Sea, n = 145"
0.13810525078349,1.99735764266459,"Sargasso Sea, n = 145"
0.196712683048035,2.02623387934927,"Sargasso Sea, n = 145"
0.320029816691469,2.25183615781473,"Sargasso Sea, n = 145"
0.36144188817672,2.5362809822409,"Sargasso Sea, n = 145"
-1.45628621886413,1.02798387333784,"Sargasso Sea, n = 145"
-1.09340960279144,0.872712650987077,"Sargasso Sea, n = 145"
-0.793661014141554,1.60099869885943,"Sargasso Sea, n = 145"
0.390628047460905,2.47042777333971,"Sargasso Sea, n = 145"
0.396505889865264,2.48499413551633,"Sargasso Sea, n = 145"
-1.80213846593657,0.810899122865609,"Sargasso Sea, n = 145"
-1.66737557008392,0.853956990224079,"Sargasso Sea, n = 145"
-1.43265729239861,1.16654064928785,"Sargasso Sea, n = 145"
-1.14043234202631,0.756181753574128,"Sargasso Sea, n = 145"
-1.44562060664677,0.312597017796504,"Sargasso Sea, n = 145"
-0.647003502659724,1.76807904094986,"Sargasso Sea, n = 145"
-0.535762663410698,1.74557224803426,"Sargasso Sea, n = 145"
-1.1545988258317,1.3177410403949,"Norway Coastal, n = 201"
-0.88454011741683,1.1880020153635,"Norway Coastal, n = 201"
-1.34833659491194,0.478911703712358,"Norway Coastal, n = 201"
-1.3013698630137,0.366796156205275,"Norway Coastal, n = 201"
-1.17221135029354,0.43907541548617,"Norway Coastal, n = 201"
-1.28962818003914,0.557050851418057,"Norway Coastal, n = 201"
-1.28375733855186,0.629790139322955,"Norway Coastal, n = 201"
-0.972602739726028,0.231241054998978,"Norway Coastal, n = 201"
-0.990215264187867,0.175336624120105,"Norway Coastal, n = 201"
-1.23679060665362,0.2825999649502,"Norway Coastal, n = 201"
-1.72407045009785,0.278821158395888,"Norway Coastal, n = 201"
-1.64187866927593,0.412842830855507,"Norway Coastal, n = 201"
-1.55968688845401,0.457312264509157,"Norway Coastal, n = 201"
-1.47162426614481,0.557729941291585,"Norway Coastal, n = 201"
-1.42465753424658,0.507181557963607,"Norway Coastal, n = 201"
-1.43052837573386,0.456830329760201,"Norway Coastal, n = 201"
-1.44814090019569,0.367343809329089,"Norway Coastal, n = 201"
-1.40704500978474,0.148906884364869,"Norway Coastal, n = 201"
-1.3894324853229,0.0704829570347876,"Norway Coastal, n = 201"
-1.50684931506849,0.194055407892047,"Norway Coastal, n = 201"
-1.05479452054795,0.393861173584135,"Norway Coastal, n = 201"
-0.984344422700587,0.410389344860823,"Norway Coastal, n = 201"
-0.972602739726028,0.460718666939277,"Norway Coastal, n = 201"
-1.14872798434442,0.54533107456845,"Norway Coastal, n = 201"
-1.10176125244618,0.578737915121068,"Norway Coastal, n = 201"
-1.04305283757339,0.589712883722289,"Norway Coastal, n = 201"
-0.972602739726028,0.606241054998978,"Norway Coastal, n = 201"
-0.984344422700587,0.634269941875749,"Norway Coastal, n = 201"
-0.949119373776908,0.662123579752899,"Norway Coastal, n = 201"
-0.902152641878669,0.566799077021936,"Norway Coastal, n = 201"
-0.88454011741683,0.544345298945585,"Norway Coastal, n = 201"
-0.749510763209393,0.555035487922424,"Norway Coastal, n = 201"
-0.720156555772994,0.610896106551392,"Norway Coastal, n = 201"
-0.761252446183953,0.644631538978298,"Norway Coastal, n = 201"
-0.673189823874755,0.554750708298041,"Norway Coastal, n = 201"
-0.620352250489237,0.638508777054065,"Norway Coastal, n = 201"
-0.544031311154599,0.610238922802816,"Norway Coastal, n = 201"
-0.5146771037182,0.744457750387009,"Norway Coastal, n = 201"
-0.467710371819961,0.738685486462015,"Norway Coastal, n = 201"
-0.49706457925636,0.789168151415136,"Norway Coastal, n = 201"
-0.461839530332681,0.811424774366913,"Norway Coastal, n = 201"
-0.49119373776908,0.850713409469289,"Norway Coastal, n = 201"
-0.544031311154599,0.895686683996846,"Norway Coastal, n = 201"
-0.362035225048924,0.867022519496451,"Norway Coastal, n = 201"
-0.679060665362035,0.722683062184188,"Norway Coastal, n = 201"
-0.643835616438356,0.77292475976283,"Norway Coastal, n = 201"
-0.655577299412916,0.856923795893332,"Norway Coastal, n = 201"
-1.20156555772994,0.685453602827351,"Norway Coastal, n = 201"
-1.14285714285714,0.713219616204691,"Norway Coastal, n = 201"
-1.20156555772994,0.62948345357362,"Norway Coastal, n = 201"
-1.14872798434442,0.651674358150539,"Norway Coastal, n = 201"
-1.29549902152642,0.478714548587786,"Norway Coastal, n = 201"
-1.49510763209393,0.977593685194381,"Norway Coastal, n = 201"
-1.3894324853229,0.770109822706429,"Norway Coastal, n = 201"
-1.18982387475538,0.92608143236849,"Norway Coastal, n = 201"
-1.19569471624266,0.836551099687473,"Norway Coastal, n = 201"
-1.18982387475538,0.780559044308789,"Norway Coastal, n = 201"
-1.14872798434442,0.976301223822181,"Norway Coastal, n = 201"
-1.11350293542074,0.992960831848585,"Norway Coastal, n = 201"
-1.10763209393346,1.0824911645296,"Norway Coastal, n = 201"
-1.03131115459883,1.11578847445746,"Norway Coastal, n = 201"
-1.00782778864971,1.08211876040541,"Norway Coastal, n = 201"
-0.954990215264188,1.07072757543009,"Norway Coastal, n = 201"
-0.931506849315069,1.05384890615416,"Norway Coastal, n = 201"
-0.966731898238748,1.00360720857552,"Norway Coastal, n = 201"
-1.04892367906067,0.959137774921869,"Norway Coastal, n = 201"
-1.02544031311155,0.903080001168327,"Norway Coastal, n = 201"
-1.01369863013699,0.886245144142303,"Norway Coastal, n = 201"
-1.07240704500978,0.875270175541082,"Norway Coastal, n = 201"
-1.08414872798434,0.886508017641733,"Norway Coastal, n = 201"
-1.13111545988258,0.853101177089115,"Norway Coastal, n = 201"
-1.08414872798434,0.824940853462628,"Norway Coastal, n = 201"
-1.06066536203523,0.808062184186699,"Norway Coastal, n = 201"
-1.09001956947162,0.785783655109969,"Norway Coastal, n = 201"
-1.00782778864971,0.824656073838245,"Norway Coastal, n = 201"
-0.978473581213307,0.81894952828811,"Norway Coastal, n = 201"
-0.960861056751468,0.874853959166984,"Norway Coastal, n = 201"
-0.908023483365949,0.841074714490172,"Norway Coastal, n = 201"
-0.913894324853229,0.813111545988259,"Norway Coastal, n = 201"
-0.919765166340509,0.801939422262465,"Norway Coastal, n = 201"
-1.00195694716243,0.768664018459562,"Norway Coastal, n = 201"
-1.02544031311155,0.735169553407133,"Norway Coastal, n = 201"
-0.966731898238748,0.723756462306862,"Norway Coastal, n = 201"
-0.949119373776908,0.712496714081257,"Norway Coastal, n = 201"
-1.01956947162427,0.695968542804568,"Norway Coastal, n = 201"
-1.03718199608611,0.662452171627188,"Norway Coastal, n = 201"
-1.07240704500978,0.690568683003769,"Norway Coastal, n = 201"
-1.09001956947162,0.729813505856238,"Norway Coastal, n = 201"
-0.913894324853229,0.757141396734527,"Norway Coastal, n = 201"
-0.913894324853229,0.740350351958408,"Norway Coastal, n = 201"
-0.86692759295499,0.740175102958788,"Norway Coastal, n = 201"
-0.837573385518591,0.768050646960891,"Norway Coastal, n = 201"
-0.855185909980431,0.700952186231271,"Norway Coastal, n = 201"
-0.784735812133072,0.801435581388557,"Norway Coastal, n = 201"
-0.731898238747554,0.784447381487865,"Norway Coastal, n = 201"
-0.743639921722114,0.812476268364635,"Norway Coastal, n = 201"
-0.772994129158513,0.829376843765517,"Norway Coastal, n = 201"
-0.767123287671233,0.862937027192804,"Norway Coastal, n = 201"
-0.819960861056751,0.863134182317376,"Norway Coastal, n = 201"
-0.86692759295499,0.86890644624237,"Norway Coastal, n = 201"
-0.89041095890411,0.891382130443672,"Norway Coastal, n = 201"
-0.943248532289628,0.897176300493619,"Norway Coastal, n = 201"
-0.925636007827789,0.925095656745626,"Norway Coastal, n = 201"
-0.896281800391389,0.93618015597161,"Norway Coastal, n = 201"
-0.86105675146771,0.941645734147268,"Norway Coastal, n = 201"
-0.843444227005871,0.919191956070918,"Norway Coastal, n = 201"
-0.831702544031311,0.902357099044893,"Norway Coastal, n = 201"
-0.825831702544031,0.947111312322926,"Norway Coastal, n = 201"
-0.896281800391389,0.969762245523849,"Norway Coastal, n = 201"
-0.814090019569472,0.991843619476006,"Norway Coastal, n = 201"
-0.831702544031311,0.969521278149371,"Norway Coastal, n = 201"
-0.761252446183953,0.963661389724567,"Norway Coastal, n = 201"
-0.731898238747554,0.935566784472939,"Norway Coastal, n = 201"
-0.708414872798434,0.913091100271636,"Norway Coastal, n = 201"
-0.667318982387476,0.946519846949208,"Norway Coastal, n = 201"
-0.661448140900196,0.963288985600374,"Norway Coastal, n = 201"
-0.661448140900196,0.996871075152613,"Norway Coastal, n = 201"
-0.772994129158513,1.00848132137746,"Norway Coastal, n = 201"
-0.749510763209393,1.03078175657914,"Norway Coastal, n = 201"
-0.790606653620352,1.03653211437918,"Norway Coastal, n = 201"
-0.825831702544031,1.0366635511289,"Norway Coastal, n = 201"
-0.837573385518591,1.04790139322955,"Norway Coastal, n = 201"
-0.814090019569472,1.08699287320735,"Norway Coastal, n = 201"
-0.743639921722114,1.06434194000643,"Norway Coastal, n = 201"
-0.749510763209393,1.10354295060899,"Norway Coastal, n = 201"
-0.796477495107632,1.10371819960861,"Norway Coastal, n = 201"
-0.802348336594912,1.14851622513655,"Norway Coastal, n = 201"
-0.86692759295499,1.14316017758565,"Norway Coastal, n = 201"
-0.908023483365949,1.11532844583346,"Norway Coastal, n = 201"
-0.954990215264188,1.12669772468382,"Norway Coastal, n = 201"
-1.07240704500978,1.11594181733213,"Norway Coastal, n = 201"
-0.87866927592955,1.25514428834302,"Norway Coastal, n = 201"
-0.743639921722114,1.27702850717061,"Norway Coastal, n = 201"
-0.784735812133072,1.23240573064229,"Norway Coastal, n = 201"
-0.743639921722114,1.22665537284225,"Norway Coastal, n = 201"
-0.708414872798434,1.20973289131641,"Norway Coastal, n = 201"
-0.684931506849315,1.22643631159272,"Norway Coastal, n = 201"
-0.690802348336595,1.17608508338932,"Norway Coastal, n = 201"
-0.661448140900196,1.17037853783918,"Norway Coastal, n = 201"
-0.655577299412916,1.20953573619184,"Norway Coastal, n = 201"
-0.579256360078278,1.20925095656746,"Norway Coastal, n = 201"
-0.549902152641879,1.22033545579344,"Norway Coastal, n = 201"
-0.573385518590998,1.17004994596489,"Norway Coastal, n = 201"
-0.561643835616438,1.15321508893887,"Norway Coastal, n = 201"
-0.585127201565558,1.12531763881181,"Norway Coastal, n = 201"
-0.573385518590998,1.11407979671116,"Norway Coastal, n = 201"
-0.602739726027397,1.08620425270906,"Norway Coastal, n = 201"
-0.620352250489237,1.0694789263078,"Norway Coastal, n = 201"
-0.620352250489237,1.03589683675556,"Norway Coastal, n = 201"
-0.608610567514677,1.00227093495341,"Norway Coastal, n = 201"
-0.520547945205479,0.996345328153752,"Norway Coastal, n = 201"
-0.50293542074364,0.951503490375909,"Norway Coastal, n = 201"
-0.432485322896282,1.06318091538394,"Norway Coastal, n = 201"
-0.391389432485323,1.18056488594211,"Norway Coastal, n = 201"
-0.344422700587084,1.15240456231562,"Norway Coastal, n = 201"
-0.268101761252446,1.12413470806437,"Norway Coastal, n = 201"
-0.273972602739726,1.22490288284604,"Norway Coastal, n = 201"
-0.0802348336594911,0.989105353856939,"Norway Coastal, n = 201"
-0.0332681017612519,1.25198980634986,"Norway Coastal, n = 201"
-0.13307240704501,1.2635562403248,"Norway Coastal, n = 201"
-0.056751467710372,1.36401772935713,"Norway Coastal, n = 201"
-0.0450097847358117,1.40315302158484,"Norway Coastal, n = 201"
-0.150684931506849,1.40914434675935,"Norway Coastal, n = 201"
0.195694716242662,1.28471755702895,"Norway Coastal, n = 201"
0.289628180039139,1.64257601425359,"Norway Coastal, n = 201"
0.295499021526419,1.78807649618833,"Norway Coastal, n = 201"
0.172211350293543,1.79413353973771,"Norway Coastal, n = 201"
0.495107632093934,1.94964512077577,"Norway Coastal, n = 201"
0.547945205479452,2.07258229400941,"Norway Coastal, n = 201"
0.142857142857143,2.21401918976546,"Norway Coastal, n = 201"
-0.596868884540118,1.66827189882291,"Norway Coastal, n = 201"
-0.602739726027397,1.64590574524637,"Norway Coastal, n = 201"
-0.649706457925636,1.45018547185793,"Norway Coastal, n = 201"
-0.614481409001957,1.50042716943657,"Norway Coastal, n = 201"
-0.585127201565558,1.44994450448345,"Norway Coastal, n = 201"
-0.549902152641879,1.50578321698747,"Norway Coastal, n = 201"
-0.5146771037182,1.41609954143178,"Norway Coastal, n = 201"
-0.544031311154599,1.36023892280282,"Norway Coastal, n = 201"
-0.585127201565558,1.34919823582674,"Norway Coastal, n = 201"
-0.585127201565558,1.3156161462745,"Norway Coastal, n = 201"
-0.544031311154599,1.31546280339983,"Norway Coastal, n = 201"
-0.450097847358121,1.3542914098782,"Norway Coastal, n = 201"
-0.426614481409002,1.38218886000526,"Norway Coastal, n = 201"
-0.367906066536203,1.35398472412887,"Norway Coastal, n = 201"
-0.338551859099804,1.31469608902649,"Norway Coastal, n = 201"
-0.309197651663405,1.27540745392412,"Norway Coastal, n = 201"
-0.279843444227005,1.30888001285159,"Norway Coastal, n = 201"
-0.262230919765166,1.37597847358121,"Norway Coastal, n = 201"
-0.262230919765166,1.40956056313345,"Norway Coastal, n = 201"
-0.250489236790607,1.43750182551041,"Norway Coastal, n = 201"
-0.197651663405088,1.47088675993808,"Norway Coastal, n = 201"
-0.227005870841487,1.49898136518971,"Norway Coastal, n = 201"
-0.10958904109589,1.51533428746678,"Norway Coastal, n = 201"
-0.297455968688845,1.47125916406227,"Norway Coastal, n = 201"
-0.326810176125245,1.44338362006017,"Norway Coastal, n = 201"
-0.391389432485323,1.53877384116599,"Norway Coastal, n = 201"
-0.420743639921722,1.44373411805941,"Norway Coastal, n = 201"
-0.338551859099804,1.69529310395187,"Norway Coastal, n = 201"
-0.150684931506849,1.59944285422204,"Norway Coastal, n = 201"
-0.144814090019569,1.68897318690306,"Norway Coastal, n = 201"
-0.168297455968689,1.63868767707451,"Norway Coastal, n = 201"
-1.43787433582078,1.2669113935639,"Long Island Coastal, n = 12"
-1.44012938584298,1.33878374459996,"Long Island Coastal, n = 12"
-1.36045022057982,1.39766695360285,"Long Island Coastal, n = 12"
-1.36308140991163,1.32673075877085,"Long Island Coastal, n = 12"
-1.26536139158549,1.36889652140395,"Long Island Coastal, n = 12"
-1.2653030654976,1.27286582170069,"Long Island Coastal, n = 12"
-1.19671525038021,1.26525248761398,"Long Island Coastal, n = 12"
-1.1972875458269,1.32443487877647,"Long Island Coastal, n = 12"
-1.17355622471556,1.29148392877688,"Long Island Coastal, n = 12"
-1.17309877761068,1.19402815178777,"Long Island Coastal, n = 12"
-1.13633191143485,1.18762900881453,"Long Island Coastal, n = 12"
-1.13675640563668,1.28486608691617,"Long Island Coastal, n = 12"
-1.58502665202918,1.01703333929878,"California Coastal, n = 7"
-1.44369749923271,1.10037054511756,"California Coastal, n = 7"
-1.30102999566398,1.18184358794477,"California Coastal, n = 7"
-1.15490195998574,1.2718416065365,"California Coastal, n = 7"
-1,1.36735592102602,"California Coastal, n = 7"
-0.698970004336019,1.54406804435028,"California Coastal, n = 7"
-0.397940008672038,1.72672720902657,"California Coastal, n = 7"
