"lon","lat","boats_tcb_gCm3","feisty_tcb_gCm3","feisty_b10_gCm3"
-34.5,89.5,0.149354434261719,0.480577819459609,0.31179241404559
-33.5,89.5,0.149381468445063,0.480572289675186,0.311794311756276
-32.5,89.5,0.149408374975125,0.480566511881905,0.311795987572643
-31.5,89.5,0.149435011669993,0.480560431348878,0.311797397347842
-30.5,89.5,0.149461420625448,0.48055411870163,0.311798596293466
-29.5,89.5,0.149487703790267,0.4805475068165,0.311799532127743
-28.5,89.5,0.149513880784313,0.480540636205933,0.311800237709036
-27.5,89.5,0.149544053400556,0.480538901255198,0.311805961215511
-26.5,89.5,0.149596262723207,0.480566168406662,0.311839894470077
-25.5,89.5,0.149648244430621,0.480592848884106,0.311873277996218
-24.5,89.5,0.149699995542566,0.480618920597286,0.311906095655812
-23.5,89.5,0.149751488616069,0.480644392428833,0.311938356712682
-22.5,89.5,0.149802758047978,0.480669326788777,0.311970115539751
-21.5,89.5,0.14985381650428,0.48069363768034,0.312001296664611
-20.5,89.5,0.149904649704695,0.480717426374258,0.312031992252251
-19.5,89.5,0.149955340847373,0.480740653131426,0.312062163699758
-18.5,89.5,0.150005785748363,0.480763338485727,0.312091832312515
-17.5,89.5,0.150056050593654,0.480785464173454,0.312120982881863
-16.5,89.5,0.150106059635679,0.480807053174545,0.312149634074976
-15.5,89.5,0.150155742342273,0.480828132981269,0.312177815263507
-14.5,89.5,0.150205244744817,0.480848653218273,0.312205481194589
-13.5,89.5,0.150254614030321,0.480868686493819,0.312232694184336
-12.5,89.5,0.150303773830334,0.480888168454077,0.312259402139821
-11.5,89.5,0.150352616856496,0.480907171695433,0.312285668094757
-10.5,89.5,0.150401265919209,0.480925685165851,0.312311481946944
-9.5,89.5,0.150449754794439,0.480943662308136,0.312336803903734
-8.5,89.5,0.150497983023524,0.480961170695334,0.312361691866965
-7.5,89.5,0.150545953959227,0.48097820408018,0.312386143846891
-6.5,89.5,0.150593592102329,0.480994737736142,0.312410136009842
-5.5,89.5,0.150645538543661,0.479218385522712,0.311761700394307
-4.5,89.5,0.150736792385578,0.479271006266135,0.311818116613635
-3.5,89.5,0.150826637819409,0.479322741554739,0.311873742342153
-2.5,89.5,0.150915335367123,0.479373578561412,0.31192856678301
-1.5,89.5,0.151002757623792,0.479423520770738,0.311982591764175
-0.5,89.5,0.151088986173272,0.479472585632002,0.312035836172224
0.5,89.5,0.151174122219284,0.479520800350497,0.31208832609017
1.5,89.5,0.151257835949461,0.479568146593026,0.312140045491614
2.5,89.5,0.151340344299873,0.479614651640627,0.312191019623497
3.5,89.5,0.151421598469218,0.479660314949647,0.312241248190857
4.5,89.5,0.151501504456003,0.479705184687961,0.312290776804159
5.5,89.5,0.151580375060439,0.479749201615293,0.312339553804411
6.5,89.5,0.151658121993144,0.479792434597644,0.312387640807167
7.5,89.5,0.151734764128923,0.479834861739846,0.312435019810748
8.5,89.5,0.151810323446989,0.479895353658132,0.312495023915122
9.5,89.5,0.151885550096631,0.479977511770692,0.312570201506505
10.5,89.5,0.151960735023022,0.480059568860782,0.312645167807927
11.5,89.5,0.152035830418269,0.480141617964441,0.312720001936689
12.5,89.5,0.15211082175374,0.480223587404241,0.312794642534855
13.5,89.5,0.152185572559635,0.480305419427993,0.312869040764457
14.5,89.5,0.152260285119216,0.480387148451216,0.312943226364982
15.5,89.5,0.152334958314896,0.480468777118728,0.313017201067755
16.5,89.5,0.152409554521243,0.480550286973592,0.313090949352799
17.5,89.5,0.152483932673931,0.48063162473493,0.313164425585456
18.5,89.5,0.152558323120077,0.48071281534783,0.313237653193196
19.5,89.5,0.152632513269782,0.480793875526596,0.313310643006722
20.5,89.5,0.152706408997377,0.480874761542828,0.313383361337828
21.5,89.5,0.152780205011368,0.480955470941563,0.313455806885977
22.5,89.5,0.152853942289948,0.481035986977565,0.313527963962499
23.5,89.5,0.152927668641011,0.481116314129448,0.313599837627383
24.5,89.5,0.15300123890241,0.481196435050974,0.313671413448781
25.5,89.5,0.153074567764997,0.481276353105825,0.31374269626255
26.5,89.5,0.153147638589144,0.481356088889121,0.313813702600249
27.5,89.5,0.153220608706276,0.481435539171181,0.313884348473381
28.5,89.5,0.153293406466643,0.481514802336516,0.313954714655862
29.5,89.5,0.153366113329927,0.481593857168207,0.31402478887208
30.5,89.5,0.153438536201914,0.481672652448786,0.314094525180004
31.5,89.5,0.153510733693838,0.481751199395801,0.314163936983562
32.5,89.5,0.153582887972395,0.481829525294786,0.314233049127535
33.5,89.5,0.153655023127794,0.481907629918431,0.314301857155164
34.5,89.5,0.153726993873715,0.481985465355385,0.314370329050904
35.5,89.5,0.153798848638932,0.482063044205329,0.314438473793277
36.5,89.5,0.153870665033658,0.482140399319739,0.31450632045346
37.5,89.5,0.153942431136966,0.482217476437728,0.314573826579697
38.5,89.5,0.154014148935676,0.48229429392127,0.314641010027688
39.5,89.5,0.154085722193122,0.48237090095172,0.314707912441199
40.5,89.5,0.154157013073564,0.482447256196385,0.314774501784299
41.5,89.5,0.154228216161331,0.48252337260901,0.314840791535168
42.5,89.5,0.154299353932341,0.482599239064267,0.314906771127718
43.5,89.5,0.154370393976569,0.482674872066934,0.314972464256023
44.5,89.5,0.154441328967611,0.482750274443314,0.315037871274443
45.5,89.5,0.154512193178137,0.482825448521245,0.315102995876
46.5,89.5,0.154582935199142,0.482900405852912,0.315167850361132
47.5,89.5,0.154653619974852,0.482975142921029,0.315232437679049
48.5,89.5,0.154724190756679,0.483049657032793,0.315296756513142
49.5,89.5,0.154794701933861,0.483123977833459,0.31536083598531
50.5,89.5,0.154865175237258,0.483198097771768,0.315424669313374
51.5,89.5,0.154935583223899,0.483272034855516,0.315488277576152
52.5,89.5,0.155005818108718,0.483345782306595,0.315551657602146
53.5,89.5,0.15507594384253,0.483419384550738,0.315614850456797
54.5,89.5,0.155145963157217,0.483492799099314,0.315677822548615
55.5,89.5,0.155215915044149,0.4835661155871,0.315740653863901
56.5,89.5,0.155285727481047,0.483639262750478,0.315803287634065
57.5,89.5,0.155355501919985,0.483712288248343,0.315865767799298
58.5,89.5,0.155425057808558,0.483785212606192,0.315928114536203
59.5,89.5,0.155494519198934,0.483858030230029,0.315990327845781
60.5,89.5,0.155563790226976,0.483930739134792,0.316052411868496
61.5,89.5,0.155632898584008,0.484003415093496,0.316114429045639
62.5,89.5,0.155701909214258,0.484076025321699,0.316176358736286
63.5,89.5,0.155770787845055,0.484148603026468,0.316238232661186
64.5,89.5,0.155839523673058,0.484221139018172,0.316300047494366
65.5,89.5,0.155908080687126,0.484293692079827,0.316361854602798
66.5,89.5,0.155976609264811,0.484366198283489,0.316423610537335
67.5,89.5,0.156045026207964,0.484438797928131,0.316485430576234
68.5,89.5,0.156113256017367,0.484511389025334,0.316547238454633
69.5,89.5,0.156181413804491,0.484584060109238,0.316609106765299
70.5,89.5,0.156249523411194,0.484656792995082,0.316671029952342
71.5,89.5,0.156317473451296,0.484729620207007,0.316733037309586
72.5,89.5,0.156385166943073,0.484802548367643,0.316795139671806
73.5,89.5,0.156452723095814,0.484875615549047,0.316857371194307
74.5,89.5,0.156520107388496,0.484948827990417,0.316919742700945
75.5,89.5,0.156587412084142,0.485022211354024,0.316982277831629
76.5,89.5,0.15665455373625,0.485095754963611,0.317044974983897
77.5,89.5,0.156721435363094,0.485169480209975,0.317107853215005
78.5,89.5,0.156788040200869,0.485243413272622,0.317170935762992
79.5,89.5,0.156854563951492,0.485317529031845,0.317234208712896
80.5,89.5,0.156920944899321,0.485391879898045,0.317297712284039
81.5,89.5,0.156987238427003,0.485466422003478,0.317361414906749
82.5,89.5,0.15705347644786,0.485541153944033,0.317425317020864
83.5,89.5,0.157119358951847,0.485616106041411,0.317489441210861
84.5,89.5,0.157194324334462,0.489473331469724,0.318959421177247
85.5,89.5,0.157294799139102,0.489593017904391,0.31904817909767
86.5,89.5,0.157394443824887,0.489712254701224,0.31913652413005
87.5,89.5,0.157493541638056,0.489830754343644,0.319224169103413
88.5,89.5,0.15759205284218,0.489947623800246,0.319310218237542
89.5,89.5,0.157689529284835,0.49006461207439,0.319396446154274
90.5,89.5,0.15778621584177,0.49018247997616,0.31948361518001
91.5,89.5,0.157882310077548,0.490301238482515,0.319571747566952
92.5,89.5,0.157977611944079,0.490420902459352,0.319660857410024
93.5,89.5,0.158072083815932,0.490541488685373,0.319750972155165
94.5,89.5,0.15816571675241,0.490662979137212,0.319842074365733
95.5,89.5,0.15825832982858,0.490785337944967,0.319934139056815
96.5,89.5,0.158349866544207,0.49090853132971,0.320027132941285
97.5,89.5,0.158440647150079,0.491032532917089,0.320121031724331
98.5,89.5,0.158530780673027,0.491157213580062,0.320215720700328
99.5,89.5,0.158620023230712,0.491282586216989,0.320311199362564
100.5,89.5,0.15870767707626,0.491408462543943,0.320407299860413
101.5,89.5,0.158794540911913,0.491534821509886,0.320503991606289
102.5,89.5,0.158880340059598,0.491661459586065,0.320601088828248
103.5,89.5,0.158880632494887,0.493819578289244,0.321411375985141
104.5,89.5,0.158879987771312,0.493892494961278,0.321463626062138
105.5,89.5,0.158879311382771,0.493965461885916,0.321515920749884
106.5,89.5,0.158878600473205,0.494038504618999,0.321568280031607
107.5,89.5,0.158877986297011,0.494111554153644,0.321620643274588
108.5,89.5,0.158877371251583,0.494184612350743,0.321673004854378
109.5,89.5,0.158876911178231,0.494257636694365,0.321725329787212
110.5,89.5,0.158876601358255,0.494330608636941,0.321777591926918
111.5,89.5,0.158876082673669,0.49440350658507,0.32182977369485
112.5,89.5,0.158875734855731,0.494476252247375,0.321881802776884
113.5,89.5,0.158875665068626,0.494548890534642,0.321933712604147
114.5,89.5,0.158875866731008,0.494621376008737,0.321985463250276
115.5,89.5,0.158876468365391,0.494693657463598,0.322037003045344
116.5,89.5,0.158877427751819,0.494765698677775,0.322088300400977
117.5,89.5,0.15887882784009,0.494837516117464,0.322139361320072
118.5,89.5,0.158880596856276,0.494909046848816,0.32219013187852
119.5,89.5,0.158882674823205,0.494980232639563,0.322240555038155
120.5,89.5,0.158884682133794,0.495051085066763,0.322290637430206
121.5,89.5,0.158887003610531,0.495121648344478,0.322340414659858
122.5,89.5,0.158889390776555,0.495191752058643,0.322389732669133
123.5,89.5,0.158891918261846,0.495261442648532,0.322438633792036
124.5,89.5,0.158894227941831,0.495330703168329,0.322487092301642
125.5,89.5,0.158896786347032,0.495399454686424,0.322535039949979
126.5,89.5,0.158899458125234,0.49546771556638,0.322582489067228
127.5,89.5,0.158904967705409,0.497738991830214,0.323415163566706
128.5,89.5,0.158913130064805,0.497760579232478,0.323422397811881
129.5,89.5,0.15892104357481,0.49778185072782,0.323429356749614
130.5,89.5,0.158928687373797,0.497802791887404,0.323436025259987
131.5,89.5,0.158936108648777,0.497823381770114,0.323442388242659
132.5,89.5,0.158943405623237,0.497843666069524,0.323448483363322
133.5,89.5,0.158950385823846,0.497863625759367,0.323454294039768
134.5,89.5,0.158957100783785,0.497883278428341,0.32345983486233
135.5,89.5,0.158963582788905,0.49790260887019,0.323465092119345
136.5,89.5,0.1589697898676,0.497921603428329,0.323470055735533
137.5,89.5,0.158975656206409,0.497940336384423,0.323474790396705
138.5,89.5,0.158981388807297,0.497958701255777,0.323479200805945
139.5,89.5,0.158986937627196,0.497976750407136,0.323483335333791
140.5,89.5,0.158991962547104,0.49799449000525,0.323487198151348
141.5,89.5,0.158996706828475,0.49801194816939,0.323490813083711
142.5,89.5,0.159001289804777,0.498029071649799,0.323494135110367
143.5,89.5,0.159005734448632,0.498045880486144,0.323497180825768
144.5,89.5,0.159010054543614,0.498062408631451,0.323499977579277
145.5,89.5,0.159013892586033,0.498078593832645,0.323502472727139
146.5,89.5,0.159017537285884,0.498094484305292,0.323504707539835
147.5,89.5,0.159021057685216,0.49811008815313,0.323506692785733
148.5,89.5,0.159024304399888,0.498125377184663,0.323508397911323
149.5,89.5,0.159027111778657,0.498140374877692,0.323509845614283
150.5,89.5,0.15902964870135,0.498155061520226,0.323511020915417
151.5,89.5,0.15903184004128,0.498169470910451,0.323511953340283
152.5,89.5,0.159033795073628,0.498183556018548,0.323512597574
153.5,89.5,0.159035653993487,0.498197345468492,0.323512981431655
154.5,89.5,0.158959799011548,0.500547518275913,0.324345320237024
155.5,89.5,0.158807537332177,0.500510718659927,0.324309651180494
156.5,89.5,0.158656083792448,0.500473559552835,0.324273657874603
157.5,89.5,0.158505433176955,0.500436088491224,0.324237381442022
158.5,89.5,0.158355571950475,0.500398256126014,0.324200780514485
159.5,89.5,0.158206282556057,0.500360117641234,0.32416390610826
160.5,89.5,0.158057815209031,0.500321664644346,0.324126749611086
161.5,89.5,0.157910308986902,0.500282878899928,0.324089295452249
162.5,89.5,0.15776359376808,0.500243848265006,0.324051619158568
163.5,89.5,0.157617551709215,0.500204519457195,0.324013676034902
164.5,89.5,0.157472122957309,0.500164895405315,0.323975469953697
165.5,89.5,0.15732725597918,0.500125009669908,0.323937027514301
166.5,89.5,0.15718302813669,0.500084904781116,0.323898390776994
167.5,89.5,0.157039305443565,0.500044522661351,0.323859506901293
168.5,89.5,0.156896424169342,0.500003889452203,0.323820397988259
169.5,89.5,0.156754247347514,0.499963018891875,0.323781078944156
170.5,89.5,0.156612679734826,0.499921927410631,0.323741562489638
171.5,89.5,0.156471706926823,0.499880622643213,0.323701858155759
172.5,89.5,0.156331068153183,0.499839118761947,0.323661977376169
173.5,89.5,0.156190814326207,0.499797400398196,0.323621908444912
174.5,89.5,0.156051034728686,0.499755482824594,0.32358166431934
175.5,89.5,0.155911989261707,0.499713390988147,0.323541265166264
176.5,89.5,0.155773415913184,0.499671134716588,0.323500722808997
177.5,89.5,0.155635247131189,0.499628678198831,0.32346000444823
178.5,89.5,0.155497963726521,0.499585365184885,0.323418561736613
179.5,89.5,0.155380652099848,0.499487033497254,0.323330903150346
-179.5,88.5,0.162012584134936,0.509064213270878,0.329207679588319
-178.5,88.5,0.161838003372153,0.509000948066229,0.329137686390422
-177.5,88.5,0.1616640402625,0.508930081224336,0.329061254164371
-176.5,88.5,0.16149103914698,0.508851583724916,0.328978361599387
-175.5,88.5,0.161318795879682,0.508765422464421,0.328888979264597
-174.5,88.5,0.161144718776147,0.499649707915081,0.325767396331207
-173.5,88.5,0.1609352675577,0.499553595012239,0.325664032772876
-172.5,88.5,0.160724633311232,0.499446988282876,0.325551509556725
-171.5,88.5,0.16051113717258,0.499329817591447,0.325429781834215
-170.5,88.5,0.160297852382064,0.499202033849176,0.325298814278894
-169.5,88.5,0.160083416973551,0.499063668267942,0.325158652603745
-168.5,88.5,0.159867535655697,0.498914674546743,0.325009272137389
-167.5,88.5,0.159650500987967,0.498755135979292,0.324850772079312
-166.5,88.5,0.159431092565258,0.498585102853461,0.324683219539522
-165.5,88.5,0.159207050999006,0.493528951457367,0.322760155977337
-164.5,88.5,0.158915440738201,0.493324562904151,0.32256661644803
-163.5,88.5,0.15861920217673,0.49310779102891,0.32236263322132
-162.5,88.5,0.158347957581282,0.500503362374901,0.324868419282075
-161.5,88.5,0.158090320477883,0.500302636929389,0.324692844002787
-160.5,88.5,0.157830659548442,0.500091920946442,0.324508498888873
-159.5,88.5,0.157569226870934,0.499871446899066,0.324315634168996
-158.5,88.5,0.157306053241094,0.499641457582438,0.324114527334577
-157.5,88.5,0.157041222974658,0.499402329647016,0.323905571752031
-156.5,88.5,0.156773808598518,0.499154450078163,0.323689183761099
-155.5,88.5,0.156503974770506,0.498898328820625,0.323465889058234
-154.5,88.5,0.156232320765654,0.498634526236028,0.323236273595377
-153.5,88.5,0.155957534536719,0.498363622101285,0.323000942796037
-152.5,88.5,0.15567972920835,0.498086284825742,0.322760582722131
-151.5,88.5,0.15539894948403,0.492578018959481,0.320686692941516
-150.5,88.5,0.155080457404256,0.492282548206837,0.320431112773959
-149.5,88.5,0.154759271939596,0.49198251992434,0.320172646483401
-148.5,88.5,0.154435230170687,0.49167855247506,0.319911929906146
-147.5,88.5,0.154108621304234,0.491371093104399,0.319649424045741
-146.5,88.5,0.153777900834878,0.491060442047864,0.319385449252527
-145.5,88.5,0.153443935513496,0.490746756778688,0.319120164732194
-144.5,88.5,0.153106242914995,0.490429955218121,0.318853502015285
-143.5,88.5,0.152764361848434,0.490109776816958,0.318585206083626
-142.5,88.5,0.152418156092366,0.489785715354878,0.318314782696415
-141.5,88.5,0.152068648984035,0.489457111306061,0.318041568497338
-140.5,88.5,0.151715092609326,0.489123088592004,0.317764688562641
-139.5,88.5,0.151355924457312,0.488780673307612,0.317481157773931
-138.5,88.5,0.150992623344064,0.488424867021801,0.3171859447466
-137.5,88.5,0.15062446432809,0.488056945701879,0.31688032890158
-136.5,88.5,0.150310099994143,0.492891884419681,0.31839621773112
-135.5,88.5,0.15007229372859,0.492538248885432,0.318108485701534
-134.5,88.5,0.149832715963324,0.492178086670108,0.317814759877343
-133.5,88.5,0.149591545263926,0.491810948720629,0.317514518670664
-132.5,88.5,0.149348432694872,0.491436213192388,0.317207063078265
-131.5,88.5,0.149103635673722,0.491053328627995,0.316891751305411
-130.5,88.5,0.148857816805442,0.490661747826441,0.316567940239986
-129.5,88.5,0.148611053451896,0.490260997013547,0.316235050598592
-128.5,88.5,0.148362986370921,0.489850660550576,0.315892556243395
-127.5,88.5,0.148115452378988,0.489430439901326,0.31553988378616
-126.5,88.5,0.147865742196639,0.489000289881351,0.315177009301667
-125.5,88.5,0.147613770018021,0.48856012393141,0.314803722395963
-124.5,88.5,0.147359935442607,0.488109962794518,0.314419918463439
-123.5,88.5,0.147103853275379,0.487650000895557,0.314025644192186
-122.5,88.5,0.146845971172055,0.487180551751886,0.313621070148794
-121.5,88.5,0.146586062262456,0.486701992888502,0.313206438486428
-120.5,88.5,0.146323541303476,0.486214776295299,0.31278207089514
-119.5,88.5,0.146058392897248,0.485719443262109,0.312348378245446
-118.5,88.5,0.145790333300829,0.485216579755139,0.311905829867871
-117.5,88.5,0.145520448187987,0.484706648452748,0.311454806011469
-116.5,88.5,0.145248471945524,0.484190045692187,0.310995613824476
