"intercept","slope"
14.7459057867481,-0.0440048061032787
14.6589603905632,-0.0593032056575762
14.7615086658502,-0.0397232687455175
14.7430143027801,-0.0378272132373969
14.7363503674647,-0.0406463515392661
14.7405073486988,-0.0392885044347371
14.7699412542805,-0.0380286591194052
14.7815342150455,-0.0374059813403185
14.7395130576561,-0.0468864790319921
14.8120212501608,-0.0346616949203733
14.6674649300871,-0.0460929545205042
14.8198690588178,-0.0315254063221109
14.6340152301518,-0.0518283726730183
14.7823826130324,-0.0387166221946318
14.6333347495541,-0.0334744264592768
14.6999772877536,-0.048024204804247
14.7237003184529,-0.041717666438291
14.7733722040183,-0.0405207086791824
14.7347282205259,-0.032098868867552
14.769064110015,-0.0401502322251845
14.7517124218119,-0.0303411840523224
14.6845031079776,-0.0442540245882774
14.7372703646814,-0.0482675439175276
14.762581204874,-0.0356817446752233
14.7007386007228,-0.0452414970758998
14.7837131369283,-0.0391342528510358
14.5838623926129,-0.054916747347768
14.7845187157566,-0.0362622341163663
14.7040861841416,-0.0434252387579216
14.7077051557567,-0.0478145188830204
14.6763903900159,-0.0451496527116645
14.7603012493333,-0.0399287236178872
14.7350681291641,-0.0410523667158888
14.5994653769073,-0.0565367102574373
14.7848903236272,-0.0330267834197493
14.7331691475399,-0.0449266408272683
14.7255925186459,-0.045815934343434
14.7730272501526,-0.0356771253917867
14.6820442454612,-0.0495917636910631
14.772841147793,-0.0342912992952814
14.7304877284543,-0.0360848712242127
14.7469295963368,-0.0421663437194942
14.7410682744234,-0.0318835978342227
14.7604761186852,-0.0373605224940877
14.748679512315,-0.045789456418668
14.7243004855071,-0.0403762967465003
14.6630776333616,-0.0497909820030346
14.7234563232547,-0.0471829023771016
14.7409607681226,-0.0430847001135182
14.7337815459103,-0.0419116863276305
14.7203774370319,-0.039444066204438
14.7361597372336,-0.0417409337084804
14.6386329574134,-0.0534621870969132
14.7310600588486,-0.0424467609320294
14.6818825778724,-0.0441028414370861
14.7278267015035,-0.041599639092081
14.7158104154596,-0.0468649809833991
14.7420216167537,-0.0388259928758958
14.7306937482601,-0.0407253364790209
14.6679172215753,-0.0449614675289169
14.7283653213843,-0.0399974830281907
14.7421666066747,-0.0447191271891117
14.7308794218066,-0.0377372593452999
14.7300857475111,-0.0461865461773823
14.6997364383278,-0.0501645111459043
14.6929111762874,-0.0397213288264839
14.748213360865,-0.0368483956346356
14.7737851850805,-0.0376990742985785
14.726528904702,-0.0475775252796684
14.7363712003729,-0.0452165244467033
14.7393010349817,-0.0429145645639204
14.7663681652866,-0.0445167107974256
14.7417174906269,-0.0419798029537616
14.589236654702,-0.0660316122365356
14.7632830964009,-0.0407797736866807
14.7653864720767,-0.0419316442751319
14.6096012910629,-0.0641009963831846
14.692355908466,-0.0517655820938981
14.6369826430632,-0.0544322589443855
14.6463316908553,-0.0443137365122798
14.7601907134518,-0.0356664149386883
14.7636914578455,-0.0403864225232556
14.6880858637761,-0.0524986100553803
14.7930161280529,-0.0319564625323626
14.7288703291313,-0.0412954138504948
14.6520168828028,-0.056904311995187
14.7286764431789,-0.0462657309718194
14.7042180767617,-0.0529416824025053
14.7820898571925,-0.0367045233364862
14.77622356259,-0.0376826259598394
14.7690218644736,-0.0389731726328892
14.7364289676559,-0.0420325064465486
14.7427372784474,-0.0410700234214462
14.7368559562732,-0.0382554211441917
14.5743529938709,-0.0549717040982313
14.7199213539405,-0.042742118310966
14.6998489022905,-0.0360594753984892
14.7661563827347,-0.0435685677393065
14.7520682615949,-0.0441642542799116
14.7065014937929,-0.0492063725050812
14.6923206691774,-0.0504376337532389
14.7370839485771,-0.0457596152098084
14.6642974115839,-0.0499531188095922
14.6997580665003,-0.0401708638757559
14.7043639056201,-0.0376263712211665
14.692538031217,-0.0506823478548339
14.6882971105092,-0.0475454031471907
14.7818015864279,-0.0378754151943683
14.7330403783966,-0.0444422158913422
14.7495505656721,-0.0434156478091602
14.7446544287714,-0.0400855006899243
14.5873107527267,-0.0636166273189275
14.7233046216678,-0.0462188334873552
14.78834859617,-0.0314522544207359
14.7022487810967,-0.0452119425308496
14.6524217800565,-0.0443119904263334
14.7086296409023,-0.0443678511543049
14.6940905489437,-0.0412556313324744
14.7376228059304,-0.0479401788242889
14.7700469075458,-0.0413459101213477
14.765519189367,-0.0373479729490844
14.71569228035,-0.0381892054109436
14.6689142952968,-0.0557030262633659
14.7545441234594,-0.0365322360369127
14.783875127027,-0.0324726317157897
14.7589727926995,-0.0407552590835841
14.7067819100756,-0.0422786861479068
14.7100872540683,-0.0232690305490592
14.6902626485473,-0.0524457357624312
14.6597925121682,-0.0479987818275835
14.7467628208433,-0.0462548592841237
14.6807281805879,-0.0507695340252877
14.7536892969852,-0.035182114682204
14.7562482959951,-0.0386904960224877
14.6571605779243,-0.0535796897287547
14.7842654227246,-0.0387574729658187
14.6637158568111,-0.0498640678569645
14.6906628710564,-0.0493615626943629
14.6977915855569,-0.0502054060327663
14.7257168766762,-0.0421636023659561
14.7097259081455,-0.0462315443609606
14.6912429677215,-0.0442792567083124
14.7241419731823,-0.0394681343068475
14.6942849668377,-0.0546214334681457
14.5958079067715,-0.0528777193117498
14.7782486717687,-0.0314251199369265
14.7753338228767,-0.0378971613979221
14.7359601009341,-0.0425281512617477
14.7436847514874,-0.0435416781035638
14.7512149182526,-0.0440187039174712
14.7063192392751,-0.0455280096781896
14.7964062415169,-0.0395472252317728
14.7332448385762,-0.0374780873866364
14.6801378336499,-0.0416178467330476
14.7208704358655,-0.0356280273907362
14.783973632754,-0.0364375101187393
14.7414700209901,-0.0429567474176142
14.7379731227576,-0.0413681473306533
14.7338983820507,-0.039246358853194
14.7678917738195,-0.0411772085898123
14.6725440913599,-0.0522943168785911
14.7023604694756,-0.0486407615619576
14.7690803616913,-0.0413442668268693
14.6934180461521,-0.0416856190059155
14.7565340534074,-0.038683575782047
14.7371463415258,-0.0420490880312415
14.7187130565926,-0.0434084735454447
14.7227335742173,-0.0414435330864435
14.7799271436913,-0.0353176212689209
14.7718918344901,-0.0389612111740611
14.7429376784721,-0.0415600922051519
14.737344830596,-0.0404496028454734
14.7153081222885,-0.049416295612912
14.7019878621133,-0.0493613347013862
14.7624621046811,-0.0424547847297852
14.7610623078611,-0.032254655057533
14.6782324936799,-0.0498789275321666
14.714541609016,-0.0383010481303162
14.7418863909933,-0.0432282827645827
14.7608671502392,-0.0382933135936665
14.6512188561572,-0.055737725444462
14.6509018909939,-0.0455613359486445
14.7289798300756,-0.0434616267288636
14.7388311218993,-0.0417057862409361
14.7925195373059,-0.0342881408834963
14.7646767326713,-0.0369840434763085
14.7275263762067,-0.0363954639464678
14.705526571893,-0.0381520479396499
14.7109269776703,-0.0407521999269886
14.8157631993687,-0.0353193235871037
14.7575250317715,-0.0414781671059135
14.7615535143032,-0.0453825721826073
14.7584025072786,-0.0432223278603691
14.6998382840409,-0.0323041642627683
14.7943144748393,-0.0386236029898371
14.6879925033465,-0.0422489327207763
14.7934602748857,-0.0367714670074957
14.7327593892809,-0.0417774228302952
14.6834125182383,-0.050560729753403
14.7530753321229,-0.0391833123322079
14.759572119763,-0.040789205638224
14.7319165772922,-0.0409003537564119
14.6130167635558,-0.0632282857988061
14.7970815119497,-0.037085944746689
14.7130530127723,-0.0409401145822148
14.7937694846229,-0.0394266090998668
14.7116330854756,-0.0446716873476565
14.7411899613644,-0.0397217808773134
14.6580483097448,-0.0516837678346499
14.7388951743404,-0.0438485379339585
14.7020052542484,-0.0450986700683548
14.7204245548705,-0.0326419165913964
14.7956484469512,-0.0325556810113369
14.6718722769192,-0.0371056704579469
14.6910396800564,-0.0500443389217795
14.7499722411673,-0.0401537424213003
14.7586210998808,-0.0359694791527294
14.7257383441338,-0.044124638389772
14.6145036993227,-0.0530472938262091
14.7960608316237,-0.0341101663405407
14.7675751528424,-0.0369303299706276
14.7437287869924,-0.0386908827102376
14.7731199668298,-0.0355437687329898
14.7625961033508,-0.0339396331250107
14.7313439007142,-0.0388486798145916
14.8067859458535,-0.0381667622985942
14.7399118812564,-0.0319571206204234
14.6767284326398,-0.0542130797410502
14.7199130921988,-0.0459622312519734
14.7095926233705,-0.0372569156518966
14.7097345389338,-0.0472168863070748
14.7540531654052,-0.0416734914595113
14.7940442700759,-0.0392914442219428
14.7248288440497,-0.0351179711498437
14.7976827285076,-0.0349616503472243
14.7167076507023,-0.0481410051641918
14.7389891852858,-0.0368678699355783
14.7633411267082,-0.0372917167329822
14.7080246582447,-0.0444453808242326
14.7113130717325,-0.0425784721978535
14.726379330886,-0.0469325019477825
14.715114644842,-0.042866948307792
14.6526373577651,-0.0556964181087747
14.795832813108,-0.0364454889873201
14.6847558786752,-0.0444329973722901
14.7318317932407,-0.041680554911015
14.7077465474157,-0.0455679431588306
14.7776372136813,-0.0370212407391011
14.7231403816122,-0.0444826124112166
14.768946955148,-0.0423674652902137
14.7334751135638,-0.0391842896474279
14.6864127602073,-0.0492555418435651
14.7508926991047,-0.0423596422324548
14.7438695124491,-0.043999581819694
14.7536120910179,-0.0405178524698
14.7447734953851,-0.0410164570441805
14.6952213606838,-0.0445746768387624
14.8048317524881,-0.0338018699589558
14.7160953540515,-0.0437828970280996
14.7834675394796,-0.0335343360072691
14.6897860195838,-0.0496725248207515
14.7272286878008,-0.0372156753905312
14.7306645088406,-0.0408538057590398
14.6613364818071,-0.0399727905268271
14.6817250018091,-0.0495669740121409
14.7221858133285,-0.0505173451491953
14.787058323968,-0.0339559255813587
14.6594705594403,-0.0338530502383425
14.7283030061218,-0.0473466946021869
14.7682651706533,-0.0357250744743041
14.7243558570412,-0.0389384925774011
14.6579093249098,-0.0458210541558366
14.7458212024997,-0.039855556965529
14.6470112538973,-0.0609793999010274
14.7670638570879,-0.0399001082721911
14.7270663479125,-0.0412406904630115
14.7398394885264,-0.0416622775577
14.620390641723,-0.0578920865243287
14.7202815201483,-0.0479589187562866
14.7131311308336,-0.0440822527121579
14.7272646945158,-0.0428118279510222
14.7169155034372,-0.0476054690072959
14.674019924069,-0.0499940581342525
14.7271689565373,-0.0438541081089118
14.7120027424255,-0.0447871754218214
14.760162897075,-0.0417323738087884
14.7706153286726,-0.0387223785470519
14.723695540133,-0.0415885331805016
14.6876585937675,-0.0484333314213884
14.787575099418,-0.0380062103052998
14.752984356709,-0.0370981961738898
14.7209824642998,-0.0475068500811649
14.6734430156917,-0.0500508281258341
14.6359179137788,-0.0553123013244405
14.8025129289159,-0.0386184618611339
14.7026350418284,-0.045520009005902
14.7100980473277,-0.0440310770196727
14.7075048882286,-0.0483937930181313
