MON,lat,lon,depth,carbon_ugC_l,SST,BATHY,CHLO,logchlo,logdepth,logBiom
6,56.885,-155.357,111.5,0.122367,8.459999811,-62.992126,1.922992826,0.283977664,2.047274867,-0.912335687
6,56.885,-155.357,111.5,0.122367,8.459999811,-62.992126,1.922992826,0.283977664,2.047274867,-0.912335687
4,57.555,-150.224,112,0.263424,5.244999883,-188.97638,1.687814593,0.227324738,2.049218023,-0.57934466
8,78.2,39.7,115,35.301,2.114999953,-251.9685,0.311351776,-0.506748652,2.06069784,1.547787008
4,57.972,-150.037,116.5,0.477918,5.084999886,-188.97638,2.368918896,0.374550192,2.066325925,-0.320646612
8,56.497,-171.175,125,0.000378,9.40499979,-157.48032,1.000522256,0.000226754,2.096910013,-3.4225082
11,54.742,-166.217,125,0.003486,5.869999869,-566.92914,0.225081071,-0.647661027,2.096910013,-2.457672617
8,55.53,-168.362,130,0.000504,9.789999781,-787.40155,1.509697795,0.178890021,2.113943352,-3.297569464
8,69.98,39.87,140,41.076,9.989999777,-125.98425,0.651154637,-0.186315862,2.146128036,1.613588145
8,76,35,142,25.662,5.969999867,-188.97638,0.482154518,-0.316813759,2.152288344,1.409290501
8,78,35,143,86.625,1.729999961,-188.97638,0.359163582,-0.444707705,2.155336037,1.937643248
8,75,35,145,19.257,6.25999986,-157.48032,0.544721842,-0.26382521,2.161368002,1.28458863
8,56.248,-169.013,150,0.000252,10.06499978,-62.992126,0.798642933,-0.097647347,2.176091259,-3.598599459
8,55.978,-170.432,150,0.000987,9.724999783,-3118.1104,1.479375958,0.170078557,2.176091259,-3.005682847
11,54.482,-165.783,150,0.005565,5.869999869,-62.992126,0.390334308,-0.408563275,2.176091259,-2.254534831
8,70.98,35.08,150,304.815,9.439999789,-157.48032,0.614142895,-0.211730568,2.176091259,2.484036335
8,73,24.77,159,372.183,8.644999807,-409.44882,0.731740534,-0.135642887,2.201397124,2.570756532
8,73,40,160,20.538,7.389999835,-283.46457,0.440156072,-0.356393302,2.204119983,1.31255815
8,70.98,20.03,160,243.852,10.66999976,-62.992126,0.830104232,-0.080867372,2.204119983,2.387126322
8,75,40,162,6.153,5.81499987,-188.97638,0.306620389,-0.513398969,2.209515015,0.789086915
8,72,35,165,109.095,8.589999808,-188.97638,0.847787201,-0.071713144,2.217483944,2.037804847
11,54.615,-166.728,187.5,0.001953,5.82999987,-566.92914,0.321724325,-0.492516101,2.273001272,-2.709297757
8,54.652,-166.698,188,0.001428,9.359999791,-566.92914,2.090867043,0.320326417,2.274157849,-2.845271793
8,72.97,35.03,190,930.489,8.259999815,-220.47244,0.960506856,-0.017499531,2.278753601,2.968711243
8,74,40,192,8.211,6.374999858,-283.46457,0.34180513,-0.466221423,2.283301229,0.914396052
6,55.877,-153.858,196,0.07224,8.924999801,-5228.3467,1.278540254,0.106714406,2.292256071,-1.141222263
6,55.877,-153.858,196,0.07224,8.924999801,-5228.3467,1.278540254,0.106714406,2.292256071,-1.141222263
7,56.258,-152.382,197.5,0.093072,11.50499974,-314.96063,1.318754911,0.12016409,2.2955671,-1.031180954
7,56.258,-152.382,197.5,0.093072,11.50499974,-314.96063,1.318754911,0.12016409,2.2955671,-1.031180954
7,56.917,-150.202,198,0.184842,12.38999972,-5165.3545,0.803154469,-0.09520092,2.29666519,-0.733199341
7,56.917,-150.202,198,0.184842,12.38999972,-5165.3545,0.803154469,-0.09520092,2.29666519,-0.733199341
7,57.243,-150.718,198,0.348243,11.97999973,-188.97638,1.401009679,0.146441136,2.29666519,-0.458117605
7,57.243,-150.718,198,0.348243,11.97999973,-188.97638,1.401009679,0.146441136,2.29666519,-0.458117605
7,56.393,-152.063,199.5,0.194796,11.84999974,-314.96063,1.298482776,0.113436193,2.2999429,-0.710419965
7,56.393,-152.063,199.5,0.194796,11.84999974,-314.96063,1.298482776,0.113436193,2.2999429,-0.710419965
7,57.067,-150.445,199.5,0.715491,12.46999972,-188.97638,1.009325266,0.004031145,2.2999429,-0.145395825
7,57.067,-150.445,199.5,0.715491,12.46999972,-188.97638,1.009325266,0.004031145,2.2999429,-0.145395825
8,72,25,200,123.522,9.934999778,-251.9685,0.693486631,-0.158961907,2.301029996,2.091744315
8,71.03,45.2,200,134.757,7.719999827,-62.992126,0.559377432,-0.252295059,2.301029996,2.129551334
7,57.532,-150.078,200.5,0.191604,12.25499973,-188.97638,1.34452951,0.128570338,2.302114377,-0.717595429
7,57.532,-150.078,200.5,0.191604,12.25499973,-188.97638,1.34452951,0.128570338,2.302114377,-0.717595429
7,56.673,-151.42,201,0.05922,12.11999973,-2803.1497,1.267966628,0.103107823,2.303196057,-1.227531597
7,56.673,-151.42,201,0.05922,12.11999973,-2803.1497,1.267966628,0.103107823,2.303196057,-1.227531597
7,57.663,-149.758,201.5,0.179781,12.40499972,-1732.2834,1.258913517,0.099995897,2.30427505,-0.745256208
7,57.663,-149.758,201.5,0.179781,12.40499972,-1732.2834,1.258913517,0.099995897,2.30427505,-0.745256208
7,57.663,-149.758,201.5,0.180705,12.40499972,-1732.2834,1.258913517,0.099995897,2.30427505,-0.743029831
7,57.663,-149.758,201.5,0.180705,12.40499972,-1732.2834,1.258913517,0.099995897,2.30427505,-0.743029831
8,73.02,44.82,210,1798.398,6.979999844,-314.96063,0.427639693,-0.368921991,2.322219295,3.254885811
8,72.02,44.87,220,13.356,8.199999817,-251.9685,0.631456137,-0.199656812,2.342422681,1.12567641
8,70,35,228,48.132,10.59499976,-220.47244,0.559932113,-0.251864625,2.357934847,1.682433908
8,76,29,231,3.276,6.004999866,-157.48032,0.597413301,-0.223725112,2.36361198,0.515343893
8,76.9,29.07,235,2.562,1.919999957,-251.9685,0.497461021,-0.303240943,2.371067862,0.408579125
8,74,35,236,118.713,7.879999824,-220.47244,1.126830339,0.051858532,2.372912003,2.07449828
8,76,40,240,20.013,4.344999903,-188.97638,0.296588898,-0.52784511,2.380211242,1.301312195
8,73,29,244,99.456,8.619999807,-346.4567,0.643677831,-0.191331448,2.387389826,1.997630988
8,55.963,-170.433,250,0.000399,9.724999783,-3118.1104,1.479375958,0.170078557,2.397940009,-3.399027104
8,54.97,-169.383,250,0.000525,9.634999785,-2803.1497,2.318257332,0.365161642,2.397940009,-3.279840697
8,55.187,-168.682,250,0.001596,10.02999978,-787.40155,2.330767155,0.367498889,2.397940009,-2.796967113
8,55.243,-170.022,250,0.001869,9.689999783,-3118.1104,1.491043687,0.173490368,2.397940009,-2.728390699
8,55.557,-170.668,250,0.002142,9.639999785,-3118.1104,1.239140987,0.093120722,2.397940009,-2.669180534
8,75,29,251,7.182,7.184999839,-377.95276,0.727119207,-0.138394383,2.399673721,0.856245401
8,72,40,258,18.732,8.424999812,-314.96063,0.711249948,-0.147977753,2.411619706,1.272584149
8,71.05,39.9,261,100.422,8.739999805,-346.4567,0.752057791,-0.123748785,2.416640507,2.001828867
8,72,20,280,6.426,9.944999778,-346.4567,0.584550858,-0.233177698,2.447158031,0.807940721
4,57.852,-149.29,282,0.048321,5.324999881,-1732.2834,2.170595169,0.336578832,2.450249108,-1.315864087
8,74,29.03,282,77.007,8.179999817,-377.95276,0.723849833,-0.140351521,2.450249108,1.886530205
4,57.548,-149.858,312.5,0.008148,5.254999883,-1732.2834,1.700847149,0.230665286,2.494850022,-2.08894898
8,72.93,19.9,350,7.224,8.984999799,-346.4567,0.579453349,-0.236981523,2.544068044,0.858777737
4,56.455,-151.618,494,0.004956,4.869999891,-2803.1497,1.879873037,0.274128519,2.693726949,-2.304868702
9,70.6,-148.43,6,0.080493,1.919999957,0,2.601390839,0.415205606,0.77815125,-1.094241886
8,70.17,-145.53,6,0.156282,3.544999921,-31.496063,1.699868202,0.23041525,0.77815125,-0.80609104
5,59.583,-143.903,8,0.0042,7.894999824,-1196.8503,2.319041729,0.365308563,0.903089987,-2.37675071
9,70.75,-149.05,8,0.029211,2.409999946,0,1.69361186,0.228813886,0.903089987,-1.534453575
8,71.17,-151.5,8,0.116046,4.139999907,-440.9449,1.21500361,0.084577568,0.903089987,-0.935369825
9,70.53,-147.58,8,0.117747,1.864999958,0,1.661765695,0.220569789,0.903089987,-0.929050149
8,70.23,-144.47,9.5,0.046578,4.119999908,-31.496063,1.577946424,0.198092254,0.977723605,-1.331819163
8,70.55,-147.4,9.5,0.062391,3.354999925,0,1.166121721,0.066743885,0.977723605,-1.204878053
9,70.75,-149.05,9.5,0.181587,2.409999946,0,1.69361186,0.228813886,0.977723605,-0.740915246
8,71.08,-150.38,10,0.058212,3.739999916,-1669.2914,1.012013555,0.005186329,1,-1.234987479
6,63.873,-171.4,11,0.000588,3.14999993,0,1.136822462,0.055692646,1.041392685,-3.230622674
8,71.25,-161.65,11,0.004662,4.719999894,-31.496063,0.512455225,-0.290344074,1.041392685,-2.331427731
8,70.63,-148.47,11,0.055419,3.994999911,0,1.751531482,0.243417948,1.041392685,-1.256341315
6,63.983,-171.083,11.5,0.00315,3.194999929,0,1.194229484,0.077087789,1.06069784,-2.501689446
8,70.42,-146.68,12,0.063861,3.304999926,-31.496063,1.128836632,0.052631094,1.079181246,-1.194764285
8,70.38,-146.43,12,0.075957,3.439999923,-31.496063,1.330104709,0.123885831,1.079181246,-1.119432197
8,70.07,-142.23,12.5,0.000231,4.529999899,-62.992126,1.577005267,0.197833144,1.096910013,-3.63638802
8,71.17,-150.07,13.5,0.103992,4.394999902,-1669.2914,0.86505121,-0.062958182,1.130333768,-0.983000069
8,70.67,-147.8,13.5,0.129654,3.644999919,0,0.853473008,-0.06881021,1.130333768,-0.88721408
8,70.35,-143.48,14,0.018753,4.844999892,-31.496063,1.079184532,0.033095712,1.146128036,-1.726929246
8,70.7,-147.98,14.5,0.06048,3.844999914,0,0.948684335,-0.022878271,1.161368002,-1.218388218
6,63.858,-169.13,15.5,0.004515,2.969999934,0,1.242277384,0.094218579,1.190331698,-2.345342245
8,71.3,-152.72,17,0.042966,4.379999902,-94.48819,1.421519518,0.152752827,1.230448921,-1.366875076
8,71.37,-160.07,17,0.061089,4.684999895,-31.496063,0.506386459,-0.295517916,1.230448921,-1.214036984
8,71.42,-164,19,0.004095,5.684999873,-31.496063,0.539376676,-0.268107837,1.278753601,-2.387746094
8,70.32,-142.53,19,0.006531,4.679999895,-62.992126,1.26691401,0.102747139,1.278753601,-2.185020316
5,61.272,-169.865,20,0.001764,1.009999977,-31.496063,1.252563834,0.097799868,1.301029996,-2.753501419
8,70.712,-147.492,20,0.02625,4.109999908,0,0.773595929,-0.111485824,1.301029996,-1.580870692
8,71.58,-153.48,20.5,0.030408,5.38999988,-31.496063,1.437857747,0.157715922,1.311753861,-1.517012143
8,70.65,-145.57,20.5,0.145089,3.964999911,-31.496063,0.699297309,-0.155338143,1.311753861,-0.838365513
8,71.4,-162,22.5,0.005754,4.324999903,-31.496063,0.533367753,-0.272973245,1.352182518,-2.240030142
6,64.667,-169.435,25,0.00168,2.124999953,-31.496063,2.694771528,0.43052195,1.397940009,-2.774690718
8,70.925,-146.5,25,0.042,4.209999906,-31.496063,0.678167462,-0.168663051,1.397940009,-1.37675071
8,71.77,-147.03,26,0.030702,4.654999896,-2614.1733,0.639389455,-0.19423453,1.414973348,-1.512833333
6,65.77,-168.583,26.5,0.002688,7.58999983,-31.496063,1.389953256,0.143000195,1.423245874,-2.570570736
6,57.493,-170.51,31.5,0.042546,4.799999893,-62.992126,1.918539762,0.282970805,1.498310554,-1.371141264
2,59.918,-143.853,34.5,0.006783,3.689999918,-1196.8503,0.715974867,-0.145102222,1.537819095,-2.168578183
5,60.127,-145.108,36.5,0.000924,7.904999823,0,3.17278266,0.501440323,1.562292864,-3.034328029
9,71.53,-156.5,40,0.006825,4.189999906,-125.98425,0.977267325,-0.009986622,1.602059991,-2.165897344
8,71.32,-157.98,40,0.00861,6.28499986,-94.48819,0.887386024,-0.051887416,1.602059991,-2.064996849
6,58.233,-170.7,42,0.0147,5.139999885,-62.992126,1.406890154,0.14826019,1.62324929,-1.832682665
8,71.2,-158.37,43,0.0084,5.189999884,-31.496063,0.838736176,-0.076374625,1.633468456,-2.075720714
6,58.75,-172.3,43,0.020874,5.284999882,-94.48819,1.082304478,0.034349455,1.633468456,-1.680394321
8,71.42,-156.93,45,0.003024,5.329999881,-125.98425,1.047750354,0.020257816,1.653212514,-2.519418213
6,57.53,-172.28,49.5,0.124236,5.38999988,-125.98425,2.358908653,0.372711124,1.694605199,-0.90575254
2,59.918,-142.658,50,0.002667,5.279999882,-1070.8661,0.661637723,-0.179379741,1.698970004,-2.573976984
8,71.77,-155.85,50,0.022953,5.059999887,-31.496063,0.690814793,-0.160638371,1.698970004,-1.639160543
8,72.77,-146.38,51,0.002142,4.079999909,-3464.567,0.291232646,-0.535759945,1.707570176,-2.669180534
5,61,-175.475,52,0.001386,1.159999974,-62.992126,3.62097621,0.558825671,1.716003344,-2.85823677
2,60.075,-146.71,52.5,0.001911,5.044999887,0,0.6998083,-0.155020911,1.720159303,-2.718739313
6,58.233,-172.367,54,0.082845,5.404999879,-94.48819,2.353799582,0.371769481,1.73239376,-1.081733698
5,59.918,-142.658,55,0.001218,8.079999819,-1070.8661,2.130085468,0.32839703,1.740362689,-2.914352712
6,58.033,-173.75,56.5,0.029127,5.539999876,-125.98425,1.992026567,0.299295126,1.752048448,-1.535704244
5,60.233,-175.218,57.5,0.001176,2.369999947,-94.48819,4.16119051,0.619217599,1.759667845,-2.929592678
5,59.733,-175.013,58,0.007224,2.029999955,-125.98425,3.194467306,0.504398448,1.763427994,-2.141222263
5,61.825,-177.182,58.5,0.000441,0.569999987,-125.98425,4.234494686,0.626801592,1.767155866,-3.355561411
2,60.127,-145.108,60,0.001113,4.314999904,0,1.402795315,0.146994307,1.77815125,-2.953504836
2,60.127,-145.108,60,0.003339,4.314999904,0,1.402795315,0.146994307,1.77815125,-2.476383581
6,58.783,-173.917,61,0.094542,5.154999885,-125.98425,1.606799603,0.205961716,1.785329835,-1.024375215
5,60.025,-177.017,62,0.001764,1.989999956,-125.98425,2.59459734,0.414069968,1.792391689,-2.753501419
5,59.31,-140.465,64,0.013062,8.329999814,-188.97638,2.548402786,0.406268071,1.806179974,-1.883990321
5,60.004,-176.932,65.5,0.005901,2.079999954,-94.48819,2.729389906,0.436065581,1.8162413,-2.229074385
5,59.792,-176.232,68.5,0.003864,2.389999947,-125.98425,3.45963788,0.539030644,1.835690571,-2.412962882
5,60.73,-177.628,71.5,0.001302,1.554999965,-125.98425,3.315038681,0.5204886,1.854306042,-2.885389016
5,60.428,-177.268,74,0.001554,2.169999951,-125.98425,4.014295578,0.603609347,1.86923172,-2.808548986
5,60.447,-178.282,81,0.002079,2.084999953,-220.47244,3.092931032,0.490370236,1.908485019,-2.682145511
5,60.802,-178.422,81,0.002583,1.534999966,-220.47244,4.291207314,0.632579496,1.908485019,-2.587875594
5,59.795,-145.15,82.5,0.000399,8.014999821,-598.4252,2.81028676,0.448750637,1.916453949,-3.399027104
8,72.4,-154.62,83,0.010584,3.034999932,-2267.7166,0.642674744,-0.192008767,1.919078092,-1.975350169
5,60.232,-146.81,87,0.000378,7.004999843,0,2.65576005,0.424188834,1.939519253,-3.4225082
2,59.438,-141.767,87,0.006531,5.619999874,-157.48032,0.643081427,-0.191734033,1.939519253,-2.185020316
2,59.438,-141.767,87,0.019194,5.619999874,-157.48032,0.643081427,-0.191734033,1.939519253,-1.71683451
8,71.95,-154.55,88.5,0.005943,3.794999915,-31.496063,0.959743619,-0.017844767,1.946943271,-2.22599427
8,72.53,-146.5,94,0.011067,4.584999898,-3464.567,0.372420222,-0.428966746,1.973127854,-1.95597009
5,60.635,-178.663,95,0.001974,2.21999995,-220.47244,1.551241755,0.190679486,1.977723605,-2.704652852
8,72.78,-146.57,95.5,0.014931,4.109999908,-3464.567,0.299395084,-0.523755334,1.980003372,-1.825911105
5,58.302,-145.008,98,0.001029,7.279999837,-4220.4727,1.49175334,0.173697019,1.991226076,-2.987584625
5,59.292,-145.217,98,0.00546,7.814999825,-598.4252,2.469349384,0.392582542,1.991226076,-2.262807357
5,58.492,-141.55,98,0.011928,7.684999828,-3464.567,1.039871454,0.016979656,1.991226076,-1.92343237
8,72.95,-143.5,98.5,0.008001,3.284999927,-3338.5828,0.245677695,-0.609634272,1.99343623,-2.09685573
8,70.7,-141.47,100,0.001029,6.469999855,-566.92914,1.614719391,0.208097061,2,-2.987584625
8,70.53,-141.53,100,0.005628,5.514999877,-566.92914,1.566971779,0.195061175,2,-2.249645911
5,59.55,-149.22,104.5,0.063924,7.249999838,-125.98425,2.158337831,0.334119423,2.01911629,-1.194336057
5,59.292,-141.913,114.5,0.000294,8.014999821,-157.48032,2.136082172,0.329617955,2.058805487,-3.53165267
2,60.383,-146.9,135,0.001491,4.299999904,0,0.757086039,-0.120854763,2.130333768,-2.826522357
5,60.383,-146.9,137,0.002436,6.934999845,0,2.413641214,0.382672713,2.136720567,-2.613322716
2,59.292,-141.913,180,0.000567,5.574999875,-157.48032,0.656085968,-0.183039251,2.255272505,-3.246416941
2,59.292,-141.913,180,0.000567,5.574999875,-157.48032,0.656085968,-0.183039251,2.255272505,-3.246416941
5,59.285,-146.233,183,0.000357,7.579999831,-31.496063,2.448915005,0.388973712,2.26245109,-3.447331784
5,58.538,-148.22,183,0.000546,7.094999841,-409.44882,2.443671465,0.388042818,2.26245109,-3.262807357
8,70.75,-143.517,237.5,0.01764,5.219999883,-31.496063,1.067891002,0.028526927,2.375663614,-1.753501419
2,59.285,-146.233,240,0.000567,5.35999988,-31.496063,0.696376979,-0.157155594,2.380211242,-3.246416941
2,59.27,-142.987,250,0.003612,5.434999879,-1070.8661,0.595624804,-0.225027225,2.397940009,-2.442252258
2,59.27,-142.987,250,0.003612,5.434999879,-1070.8661,0.595624804,-0.225027225,2.397940009,-2.442252258
2,59.595,-142.825,250,0.005355,5.684999873,-1070.8661,0.639035881,-0.194474756,2.397940009,-2.271240525
2,59.595,-142.825,250,0.008022,5.684999873,-1070.8661,0.639035881,-0.194474756,2.397940009,-2.095717342
2,59.287,-145.217,250,0.066843,5.309999881,-598.4252,0.597235501,-0.223854385,2.397940009,-1.174944067
9,69.98,-142.27,7,0.000609,1.464999967,0,2.488601685,0.395955391,0.84509804,-3.215382707
5,57.509,-169.994,32.5,0.001029,3.234999928,-31.496063,3.264760971,0.51385139,1.511883361,-2.987584625
5,57.416,-167.188,33,0.003045,2.729999939,-62.992126,3.16118741,0.499850244,1.51851394,-2.516412703
5,57.503,-167.144,33.5,0.001008,2.824999937,-62.992126,2.400581598,0.380316473,1.525044807,-2.996539468
5,57.408,-167.517,33.5,0.001008,2.799999937,-62.992126,3.716791391,0.570168187,1.525044807,-2.996539468
5,57.479,-167.451,34,0.000987,2.844999936,-62.992126,3.304466248,0.51910132,1.531478917,-3.005682847
5,56.513,-167.923,56,0.002982,3.879999913,-94.48819,3.376160622,0.5284231,1.748188027,-2.525492361
6,56.735,-173.192,68,0.00147,5.619999874,-3055.1182,3.406141996,0.532262749,1.832508913,-2.832682665
3,56.267,-168.69,80,0.00042,2.66999994,-125.98425,0.599592924,-0.222143501,1.903089987,-3.37675071
3,54.483,-167.53,100,0.000336,3.444999923,-692.9134,0.593351662,-0.226687837,2,-3.473660723
4,55.562,-170.663,100,0.000336,2.974999934,-3118.1104,1.008298755,0.003589231,2,-3.473660723
6,56.66,-173.327,100,0.00229944,5.514999877,-3055.1182,2.467566729,0.392268906,2,-2.638377918
6,56.634,-173.323,100,0.0177684,5.514999877,-3055.1182,2.467566729,0.392268906,2,-1.750351678
4,58.383,-148.083,37.5,0.062712,5.224999883,-409.44882,1.174005151,0.069670002,1.574031268,-1.202649349
5,58.475,-165.837,58,0.00564408,1.179999974,-31.496063,2.123253822,0.327001915,1.763427994,-2.248406839
5,55.473,-165.835,58,0.00564408,4.109999908,-125.98425,6.488140106,0.81212022,1.763427994,-2.248406839
8,55.63,-167.878,62.5,0.005226,10.02999978,-125.98425,1.013003826,0.005611086,1.795880017,-2.281830595
4,59.767,-174.353,62.5,0.10452,1.424999968,-94.48819,3.088239193,0.48971093,1.795880017,-0.980800599
8,55.042,-166.063,63.5,0.005226,9.564999786,-125.98425,1.357203722,0.132645042,1.802773725,-2.281830595
4,58.383,-148.083,74,0.0146328,5.224999883,-409.44882,1.174005151,0.069670002,1.86923172,-1.834672563
4,57.108,-173.663,75,0.00438984,2.399999946,-157.48032,1.55161047,0.190782701,1.875061263,-2.357551309
6,54.645,-165.422,81,0.02884752,5.509999877,-62.992126,3.269835949,0.514525964,1.908485019,-1.539891517
4,55.26,-170.053,100,0.00334464,3.274999927,-3118.1104,0.82876122,-0.081570579,2,-2.475650621
8,55.243,-170.022,100,0.00334464,9.689999783,-3118.1104,1.491043687,0.173490368,2,-2.475650621
8,56.287,-171.397,100,0.00334464,9.819999781,-157.48032,1.414406776,0.150574328,2,-2.475650621
5,54.867,-166.722,100,0.00668928,4.079999909,-566.92914,3.575507641,0.55333771,2,-2.174620625
4,56.908,-173.787,100,0.01003392,2.69999994,-3055.1182,0.47152248,-0.326497597,2,-1.998529366
4,56.777,-173.888,100,0.01003392,2.589999942,-3055.1182,0.546366513,-0.262515927,2,-1.998529366
3,54.483,-167.53,100,0.01337856,3.444999923,-692.9134,0.593351662,-0.226687837,2,-1.873590629
4,54.86,-169.327,100,0.01337856,3.349999925,-2803.1497,1.181374431,0.072387567,2,-1.873590629
4,54.172,-168.512,100,0.0167232,3.704999917,-1354.3307,1.366025686,0.135458866,2,-1.776680616
4,55.972,-170.442,100,0.0167232,2.939999934,-3118.1104,1.081490397,0.034022668,2,-1.776680616
6,54.783,-168.708,100,0.0167232,6.24999986,-1354.3307,2.740199327,0.437782155,2,-1.776680616
5,54.303,-167.592,100,0.02006784,4.4949999,-692.9134,3.849241018,0.585375105,2,-1.69749937
6,55.3,-169.702,100,0.02654808,6.239999861,-2173.2283,2.940581799,0.468433265,2,-1.575966882
6,56.343,-171.802,100,0.03323736,5.844999869,-157.48032,4.625356674,0.665145228,2,-1.478373479
8,56.197,-171.602,110,0.00606216,9.804999781,-157.48032,1.544154167,0.188690658,2.041392685,-2.217372605
8,55.53,-168.362,130,0.00501696,9.789999781,-787.40155,1.509697795,0.178890021,2.113943352,-2.299559362
8,54.652,-166.698,188,0.005226,9.359999791,-566.92914,2.090867043,0.320326417,2.274157849,-2.281830595
8,55.187,-168.682,250,0.00271752,10.02999978,-787.40155,2.330767155,0.367498889,2.397940009,-2.565827251
8,55.243,-170.022,250,0.00271752,9.689999783,-3118.1104,1.491043687,0.173490368,2.397940009,-2.565827251
5,58.368,-147.313,98,0.00334464,7.319999836,-2110.2363,1.518657207,0.181459756,1.991226076,-2.475650621
5,58.235,-142.702,98,0.00668928,7.354999836,-3338.5828,2.068006516,0.315551903,1.991226076,-2.174620625
5,58.768,-141.188,98,0.00668928,7.969999822,-3464.567,2.018440247,0.305015897,1.991226076,-2.174620625
2,60.383,-146.9,135,0.00501696,4.299999904,0,0.757086039,-0.120854763,2.130333768,-2.299559362
5,58.538,-148.22,183,0.0073164,7.094999841,-409.44882,2.443671465,0.388042818,2.26245109,-2.135702559
2,59.595,-142.825,250,0.00271752,5.684999873,-1070.8661,0.639035881,-0.194474756,2.397940009,-2.565827251
4,57.033,-173.712,100,0.00334464,2.384999947,-157.48032,1.194100738,0.077040967,2,-2.475650621
8,64.405,-163.813,1,0.0034344,13.67999969,0,9.124270439,0.960198149,0,-2.464149125
5,60.382,-168.913,12.5,0.1908,0.704999984,-31.496063,2.320151567,0.365516357,1.096910013,-0.71942163
6,56.773,-159.88,22.5,0.0541872,6.374999858,0,1.19295156,0.076622809,1.352182518,-1.26610329
11,54.937,-164.853,37.5,0.0053424,6.68999985,0,0.550739884,-0.259053471,1.574031268,-2.272263598
8,59.362,-167.132,40,0.0029256,9.559999786,-31.496063,1.593071938,0.202235387,1.602059991,-2.533785053
3,57.27,-152.92,70,0.0040704,2.974999934,0,3.94836688,0.5964175,1.84509804,-2.39036291
8,58.102,-159.537,15,0.0134832,11.73499974,0,1.505358934,0.177640064,1.176091259,-1.870207023
10,60.675,-147.683,7,0.759024,8.354999813,-94.48819,3.357218027,0.525979546,0.84509804,-0.119744492
10,60.675,-147.688,11.5,1.117452,8.354999813,-94.48819,3.357218027,0.525979546,1.06069784,0.048228877
10,60.777,-146.71,12,0.021084,8.879999802,0,3.806786537,0.580558525,1.079181246,-1.676046992
10,61.105,-146.502,12.5,0.021084,8.03499982,0,4.49565649,0.65279312,1.096910013,-1.676046992
10,60.677,-147.683,12.5,0.063252,8.354999813,-94.48819,3.357218027,0.525979546,1.096910013,-1.198925738
10,60.677,-147.692,12.5,0.0653604,8.354999813,-94.48819,3.357218027,0.525979546,1.096910013,-1.184685299
10,60.675,-147.683,12.5,0.084336,8.354999813,-94.48819,3.357218027,0.525979546,1.096910013,-1.073987001
10,60.672,-146.33,12.5,0.084336,8.47999981,0,8.236995697,0.915768839,1.096910013,-1.073987001
10,60.678,-147.685,12.5,0.126504,8.354999813,-94.48819,3.357218027,0.525979546,1.096910013,-0.897895742
10,60.752,-148.047,12.5,0.126504,7.834999825,0,6.925635815,0.84045965,1.096910013,-0.897895742
10,60.71,-146.167,12.5,0.126504,8.579999808,0,9.014183998,0.954926419,1.096910013,-0.897895742
10,60.973,-146.769,12.5,0.231924,9.044999798,0,2.366395712,0.37408737,1.096910013,-0.634654307
10,60.785,-148.362,12.5,0.358428,8.079999819,0,4.649555683,0.667411453,1.096910013,-0.445598071
10,60.59,-145.982,12.5,0.400596,8.544999809,0,5.83506012,0.766045335,1.096910013,-0.397293392
10,60.675,-147.682,12.5,1.033116,8.354999813,-94.48819,3.357218027,0.525979546,1.096910013,0.014149088
5,54.235,-167.753,25,0.00231924,4.724999894,-692.9134,4.493672848,0.652601451,1.397940009,-2.634654307
10,60.675,-147.683,30.5,0.358428,8.354999813,-94.48819,3.357218027,0.525979546,1.484299839,-0.445598071
10,60.675,-147.683,32.5,0.063252,8.354999813,-94.48819,3.357218027,0.525979546,1.511883361,-1.198925738
4,58.472,-150.62,32.5,0.47881764,4.734999894,-94.48819,1.663441658,0.221007573,1.511883361,-0.319829858
10,60.675,-147.688,33.5,2.192736,8.354999813,-94.48819,3.357218027,0.525979546,1.525044807,0.340986347
10,58.987,-147.1,35,0.021084,9.984999777,-2110.2363,1.233120322,0.091005455,1.544068044,-1.676046992
10,60.777,-146.71,35,0.021084,8.879999802,0,3.806786537,0.580558525,1.544068044,-1.676046992
8,57.008,-170.523,35.5,0.0094878,8.614999807,-62.992126,1.438821554,0.158006935,1.550228353,-2.022834479
10,60.675,-147.683,36.5,0.021084,8.354999813,-94.48819,3.357218027,0.525979546,1.562292864,-1.676046992
10,60.52,-146.757,36.5,0.927696,9.054999798,0,2.602856398,0.415450208,1.562292864,-0.032594316
10,60.59,-145.982,37,0.864444,8.544999809,0,5.83506012,0.766045335,1.568201724,-0.063263136
10,60.563,-148.233,37.5,0.021084,7.974999822,0,2.463117361,0.391485105,1.574031268,-1.676046992
10,60.68,-147.683,37.5,0.063252,8.354999813,-94.48819,3.357218027,0.525979546,1.574031268,-1.198925738
10,61.103,-146.353,37.5,0.063252,8.339999814,0,3.693146944,0.567396588,1.574031268,-1.198925738
10,60.795,-146.442,37.5,0.063252,9.069999797,0,3.1015625,0.491580537,1.574031268,-1.198925738
10,60.672,-146.33,37.5,0.189756,8.47999981,0,8.236995697,0.915768839,1.574031268,-0.721804483
10,60.71,-146.167,37.5,0.337344,8.579999808,0,9.014183998,0.954926419,1.574031268,-0.47192701
10,60.677,-147.692,37.5,0.548184,8.354999813,-94.48819,3.357218027,0.525979546,1.574031268,-0.261073644
10,60.973,-146.768,37.5,0.63252,9.044999798,0,2.366395712,0.37408737,1.574031268,-0.198925738
