"Surface_Chlorophyll_a","Latitude","Longitude","Acantharia_.mgC.m2.","Collodaria_.mgC.m2.","Phaeodaria_.mgC.m2.","Rhizaria_.other._.mgC.m2.","Layer_depth_.m.","SST","BATHY","CHLO","tot_rhiz","upperz","lowerz","avez","rhiz_dens","logchlo","Depth","logdepth","logBiom"
0.0528467,33.6245,32.653,0,330.216494923515,986.284240230324,74.0967175212642,"0-500",22.2683333333333,-1259.8425,0.0528467,1390.72758237236,500,0,250,2.78119490535021,-1.27698212692867,251,2.39967372148104,3.1432420681236
0.044355,33.6272,32.6547,0,15.128224505814,1143.05216692381,88.9608613881152,"0-500",22.2683333333333,-1259.8425,0.044355,1247.271382515,500,0,250,2.49428250563548,-1.3530574164182,251,2.39967372148104,3.09596095797396
0.044355,33.6252,32.6523,0,688.308866249984,1355.00967951595,0,"0-500",22.2683333333333,-1259.8425,0.044355,2043.44867546319,500,0,250,4.08663709153187,-1.3530574164182,251,2.39967372148104,3.31036373417238
0.044355,33.6265,32.6528,0,31.3324576519469,217.990633218929,112.363329771897,"0-500",22.2683333333333,-1259.8425,0.044355,361.816550340033,500,0,250,0.723372841285546,-1.3530574164182,251,2.39967372148104,2.55848842862926
0.043505,33.635,32.6488,0,3163.35643604106,872.625643815038,371.092622219038,"0-500",22.2683333333333,-1259.8425,0.043505,4407.2048317724,500,0,250,8.81414940415027,-1.36146082700808,251,2.39967372148104,3.64416323549772
0.043505,33.636,32.6393,0,12.3321308300313,265.995306367135,104.747519823086,"0-500",22.2683333333333,-1259.8425,0.043505,383.205086717512,500,0,250,0.766149914040505,-1.36146082700808,251,2.39967372148104,2.58343126533
0.043505,33.634,32.6382,0,674.653864110861,365.807868678118,86.1492453749686,"0-500",22.2683333333333,-1259.8425,0.043505,1126.74110786121,500,0,250,2.2532219563279,-1.36146082700808,251,2.39967372148104,3.05182413934382
0.043505,33.6323,32.634,0,221.740541086532,528.340082657166,0,"0-500",22.2683333333333,-1259.8425,0.043505,750.210753440958,500,0,250,1.5001612474874,-1.36146082700808,251,2.39967372148104,2.87518328499012
0.043505,33.633,32.6223,0,680.940356489542,888.189303814972,112.214361311527,"0-500",22.2683333333333,-1259.8425,0.043505,1681.4741513133,500,0,250,3.36268804323208,-1.36146082700808,251,2.39967372148104,3.22569019545185
0.043505,33.6498,32.614,0,67.7054635060188,339.651468317617,182.562157567026,"0-500",22.2683333333333,-1259.8425,0.043505,590.049219087922,500,0,250,1.17983817878132,-1.36146082700808,251,2.39967372148104,2.77088823992475
0.04339,33.667,32.6062,0,132.026187226901,953.430678852069,9.75348329968931,"0-500",22.2616666666667,-1259.8425,0.04339,1095.34047907592,500,0,250,2.19042069875732,-1.36261034987079,251,2.39967372148104,3.03954913762325
0.04339,33.6763,32.612,0,263.736366364169,554.518453706628,112.215523019981,"0-500",22.2616666666667,-1259.8425,0.04339,930.600472788038,500,0,250,1.86094068618156,-1.36261034987079,251,2.39967372148104,2.96876326883897
0.04339,33.6792,32.6355,0,0,853.824674999459,238.079703611397,"0-500",22.2616666666667,-1259.8425,0.04339,1092.03450830812,500,0,250,2.18380875722171,-1.36261034987079,251,2.39967372148104,3.03823636229821
0.0433175,33.6888,32.6415,0,139.589923476431,385.585693676946,197.013970402556,"0-500",22.2616666666667,-1259.8425,0.0433175,722.319717253193,500,0,250,1.44437917511187,-1.36333661593256,251,2.39967372148104,2.85872947001381
0.0433175,33.6878,32.6447,0,140.634865667041,204.672385335186,157.112290304784,"0-500",22.2616666666667,-1259.8425,0.0433175,502.549671004271,500,0,250,1.00483908261402,-1.36333661593256,251,2.39967372148104,2.70117899301187
0.0433175,33.6883,32.6383,0,187.442308244127,703.250746125807,143.923282652217,"0-500",22.2616666666667,-1259.8425,0.0433175,1034.74646671941,500,0,250,2.0692326740443,-1.36333661593256,251,2.39967372148104,3.01483395211857
0.0433175,33.6972,32.6253,0,98.6432201257091,383.538660798285,292.608163553013,"0-500",22.2616666666667,-1259.8425,0.0433175,774.920174174267,500,0,250,1.54958008895401,-1.36333661593256,251,2.39967372148104,2.88925696740803
0.0433175,33.7062,32.6393,0,8.50351238284231,228.974307282731,346.114490163745,"0-500",22.2616666666667,-1259.8425,0.0433175,583.722439526578,500,0,250,1.16718461965864,-1.36333661593256,251,2.39967372148104,2.76620638883055
0.0433175,33.7097,32.6447,0,119.596558679779,526.906038423927,29.2972693300956,"0-500",22.2616666666667,-1259.8425,0.0433175,675.929996131062,500,0,250,1.3515997328676,-1.36333661593256,251,2.39967372148104,2.82990171980514
0.0433175,33.711,32.6453,0,37.7715649785349,393.781345301077,141.056300267625,"0-500",22.2616666666667,-1259.8425,0.0433175,572.739340244497,500,0,250,1.14521842109447,-1.36333661593256,251,2.39967372148104,2.75795701490015
0.04381,33.7125,32.6527,0,245.565902829009,487.63279584998,70.8868963385808,"0-500",22.2616666666667,-1259.8425,0.04381,804.21572471483,500,0,250,1.60817119003514,-1.35842674682182,251,2.39967372148104,2.90537256054769
0.04381,33.7075,32.667,0,0,0,0,"0-500",22.2616666666667,-1259.8425,0.04381,0.130129697259804,500,0,250,0,-1.35842674682182,251,2.39967372148104,-0.885623580576938
0.04381,33.7083,32.6692,0,0,0,40.023800641849,"0-500",22.2616666666667,-1259.8425,0.04381,40.1539303391088,500,0,250,0.080047601283698,-1.35842674682182,251,2.39967372148104,1.60372806122232
0.0438275,33.7083,32.6843,0,486.827777459981,647.313976407024,183.162757934655,"0-500",22.2616666666667,-1259.8425,0.0438275,1317.43464149892,500,0,250,2.63460902360332,-1.35825330158356,251,2.39967372148104,3.11972907888235
0.0438275,33.7087,32.6868,0,0,111.603020405781,12.9298220445551,"0-500",22.2616666666667,-1259.8425,0.0438275,124.662972147596,500,0,250,0.249065684900672,-1.35825330158356,251,2.39967372148104,2.09573747689509
0.051585,34.062,18.3522,0,319.204483116131,24.1217729497543,0,"0-500",21.2745833333333,-3275.5906,0.051585,343.456385763145,500,0,250,0.686652512131771,-1.28747656512231,251,2.39967372148104,2.53587159547127
0.0557975,34.0627,18.5315,0,75.4098379870012,0,25.1684511120597,"0-500",21.29125,-3275.5906,0.0557975,100.708418796321,500,0,250,0.201156578198122,-1.25338525913639,251,2.39967372148104,2.00306577724636
0.0549675,34.1125,18.534,0,552.944625773195,319.174645018843,76.6857413726661,"0-500",21.2625,-3275.5906,0.0549675,948.935141861964,500,0,250,1.89761002432941,-1.2598940149152,251,2.39967372148104,2.97723653013642
0.056295,34.164,18.5325,0,494.730387528068,0,0,"0-500",21.2625,-3275.5906,0.056295,494.860517225328,500,0,250,0.989460775056136,-1.24953017653124,251,2.39967372148104,2.69448280472003
0.0570925,34.2133,18.535,0,41.2545386536649,336.336199066061,391.246553387815,"0-500",21.2325,-3275.5906,0.0570925,768.967420804801,500,0,250,1.53767458221508,-1.2434209394345,251,2.39967372148104,2.88590794023781
0.0573,34.212,18.4742,0,207.130469899671,264.436842298414,154.875047791157,"0-500",21.2408333333333,-3275.5906,0.0573,626.572489686502,500,0,250,1.25288471997848,-1.24184537803261,251,2.39967372148104,2.79697132281567
0.0565767,34.2127,18.4147,0,451.032214099461,68.3663503479831,0,"0-500",21.2445833333333,-3275.5906,0.0565767,519.528694144704,500,0,250,1.03879712889489,-1.24736238762463,251,2.39967372148104,2.71560953912046
0.0564125,34.2137,18.354,0,0,3158.10219373271,37.1795350667618,"0-500",21.2445833333333,-3275.5906,0.0564125,3195.41185849673,500,0,250,6.39056345759894,-1.2486246534718,251,2.39967372148104,3.50452684257103
0.05468,34.1633,18.3527,0,230.630417044798,347.967876197601,0,"0-500",21.2604166666667,-3275.5906,0.05468,578.728422939659,500,0,250,1.1571965864848,-1.26217149410422,251,2.39967372148104,2.76247481228013
0.0518675,34.1128,18.3523,0,509.880487456302,31.3795194714192,0,"0-500",21.2604166666667,-3275.5906,0.0518675,541.390136624981,500,0,250,1.08252001385544,-1.28510468438294,251,2.39967372148104,2.73351033926536
0.0535175,34.1372,18.4443,0,192.419223855324,37.6569667572661,195.49485005772,"0-500",21.2620833333333,-3275.5906,0.0535175,425.70117036757,500,0,250,0.85114208134062,-1.27150418226497,251,2.39967372148104,2.62910484417168
0.0535175,34.1265,18.4442,0,105.918036248444,307.970992431153,0,"0-500",21.2620833333333,-3275.5906,0.0535175,414.019158376857,500,0,250,0.827778057359194,-1.27150418226497,251,2.39967372148104,2.61702043818573
0.0535175,34.1335,18.4555,0,631.781621573419,159.794946315861,80.7034209766271,"0-500",21.2620833333333,-3275.5906,0.0535175,872.410118563167,500,0,250,1.74455997773181,-1.27150418226497,251,2.39967372148104,2.94072069405781
0.0535175,34.1308,18.4785,0,50.0106488349787,335.447021897362,17.4625993103748,"0-500",21.2620833333333,-3275.5906,0.0535175,403.050399739976,500,0,250,0.805840540085431,-1.27150418226497,251,2.39967372148104,2.6053593562165
0.0544367,34.1385,18.485,0,95.9651948369671,26.4989081509335,99.3107576500836,"0-500",21.2620833333333,-3275.5906,0.0544367,221.904990335244,500,0,250,0.443549721275968,-1.26410820997916,251,2.39967372148104,2.34616706902196
0.0544367,34.1372,18.4848,0.474229215023386,781.125521677117,242.518009473844,74.3133470571193,"0-500",21.2620833333333,-3275.5906,0.0544367,1098.56123712036,500,0,250,2.19686221484621,-1.26410820997916,251,2.39967372148104,3.04082427081702
0.0549675,34.1285,18.5237,0,233.809778734604,49.483959581035,94.5180428930507,"0-500",21.2625,-3275.5906,0.0549675,377.94191090595,500,0,250,0.755623562417379,-1.2598940149152,251,2.39967372148104,2.57742505456834
0.0284475,34.1122,18.5423,0,142.129403602661,136.713458796563,129.452868937723,"0-500",21.2625,-3275.5906,0.0284475,408.425861034207,500,0,250,0.816591462673894,-1.54595589390551,251,2.39967372148104,2.61111323328967
0.029245,34.0952,18.5548,0,137.213168440143,201.425333323839,50.0189868665303,"0-500",21.2625,-3275.5906,0.029245,388.787618327772,500,0,250,0.777314977261024,-1.53394837430066,251,2.39967372148104,2.58971242555066
0.0359144,34.0785,18.5668,0,115.256651967427,278.414945789279,46.1552117232057,"0-500",21.29125,-3275.5906,0.0359144,439.956939177172,500,0,250,0.879653618959823,-1.44473138466339,251,2.39967372148104,2.64341017195688
0.0295125,34.0623,18.5577,0,154.277909137197,180.773333315805,0,"0-500",21.29125,-3275.5906,0.0295125,335.181372150262,500,0,250,0.670102484906004,-1.52999399991322,251,2.39967372148104,2.52527987452522
0.0295125,34.0547,18.5627,0,74.4128325073808,127.749716002847,53.3440768905155,"0-500",21.29125,-3275.5906,0.0295125,255.636755098003,500,0,250,0.511013250801487,-1.52999399991322,251,2.39967372148104,2.40762329623383
0.039315,34.0302,18.6087,0,201.806915690854,467.515397071638,15.819261519473,"0-500",21.29375,-3275.5906,0.039315,685.271703979225,500,0,250,1.37028314856393,-1.40544171999772,251,2.39967372148104,2.8358627994383
0.0394467,34.0157,18.6037,0,18.4005022817593,102.75948260847,34.3962748151079,"0-500",21.29375,-3275.5906,0.0394467,155.686389402597,500,0,250,0.311112519410674,-1.40398932279008,251,2.39967372148104,2.19225064682811
0.0360011,33.993,18.5973,0,689.450482072526,986.281480740869,34.4326282925624,"0-500",21.3220833333333,-2614.1733,0.0360011,1710.29472080322,500,0,250,3.42032918221192,-1.44368422932628,251,2.39967372148104,3.23307095518145
0.0364317,33.9608,18.5718,0,162.501977327573,167.648567033082,68.3096096786255,"0-500",21.30875,-2614.1733,0.0364317,398.59028373654,500,0,250,0.796920308078561,-1.43852056294986,251,2.39967372148104,2.6005267078842
0.0364317,33.9695,18.5895,0,423.377273227048,156.557819633877,115.151294954798,"0-500",21.3220833333333,-2614.1733,0.0364317,695.216517512983,500,0,250,1.39017277563145,-1.43852056294986,251,2.39967372148104,2.84212008188066
0.031285,33.9682,18.5645,0,0,0,0,"0-500",21.30875,-2614.1733,0.031285,0.130129697259804,500,0,250,0,-1.50466384068646,251,2.39967372148104,-0.885623580576938
0.031285,33.973,18.5483,0,337.227995604865,63.0155854829065,28.2123347453559,"0-500",21.30875,-2614.1733,0.031285,428.586045530387,500,0,250,0.856911831666255,-1.50466384068646,251,2.39967372148104,2.63203802660359
0.031285,33.9603,18.5342,0,26.9840967738529,420.343385556651,563.998495249691,"0-500",21.30875,-2614.1733,0.031285,1011.45610727745,500,0,250,2.02265195516039,-1.50466384068646,251,2.39967372148104,3.00494704105561
0.031285,33.9575,18.5295,0,95.7424310454003,806.921608160225,118.264946034494,"0-500",21.30875,-2614.1733,0.031285,1021.05911493738,500,0,250,2.04185797048024,-1.50466384068646,251,2.39967372148104,3.00905088660004
0.031285,33.9495,18.5302,0,126.531991971656,107.933801720465,75.0801660680675,"0-500",21.30875,-2614.1733,0.031285,309.676089457449,500,0,250,0.619091919520377,-1.50466384068646,251,2.39967372148104,2.49090767414087
0.031285,33.9382,18.522,0,437.912090895109,233.969045588459,69.7775721237361,"0-500",21.30875,-2614.1733,0.031285,741.788838304564,500,0,250,1.48331741721461,-1.50466384068646,251,2.39967372148104,2.8702802942134
0.0307083,33.9347,18.5078,0,65.719136872598,170.907224691439,49.9443616072689,"0-500",21.30875,-2614.1733,0.0307083,286.700852868566,500,0,250,0.573141446342612,-1.51274422527152,251,2.39967372148104,2.4574289848738
0.0414778,34.4982,18,0.556521021525862,143.686018094741,69.0039748983033,104.446997976161,"0-500",21.1625,-3181.1023,0.0414778,317.823641687991,500,0,250,0.635387023981462,-1.38218428683455,251,2.39967372148104,2.50218619958234
0.0533725,34.8875,16.7022,0,42.3371253513925,485.200616842688,172.180980980776,"0-500",21.0233333333333,-1385.8268,0.0533725,699.848852872117,500,0,250,1.39943744634971,-1.27268245410524,251,2.39967372148104,2.84500425508353
0.03643,35.6737,14.0998,0,173.157584954588,141.021090437396,29.1991425841972,"0-500",20.5808333333333,-409.44882,0.03643,343.507947673441,500,0,250,0.686755635952362,-1.43854082875808,251,2.39967372148104,2.53593678969481
0.072661,36.065,12.801,0,474.968448608996,420.208956850337,105.407361093033,"0-500",20.1183333333333,-1322.8346,0.072661,1000.71489624963,500,0,250,2.00116953310473,-1.13869862943651,251,2.39967372148104,3.00031036457033
0.070819,37.8325,11.3837,0,436.247977554668,367.504816212189,101.207569009425,"0-500",19.4458333333333,-787.40155,0.070819,905.090492473542,500,0,250,1.80992072555256,-1.14985020999175,251,2.39967372148104,2.9566920028706
0.133988,38.099,10.223,2.08442750314687,148.536473050843,509.276471264867,83.5155450145973,"0-500",19.0829166666667,-598.4252,0.133988,743.543046530714,500,0,250,1.48682583366691,-0.872934095419887,251,2.39967372148104,2.87130611654269
0.087545,38.3637,9.0653,1.39534598530274,14.8265062563718,28.2927272144749,31.3156746924089,"0-500",18.9479166666667,-1291.3386,0.087545,75.9603838458181,500,0,250,0.151660508297117,-1.0577686529434,251,2.39967372148104,1.88058715066345
0.140852,38.6307,7.9097,0,1264.85710045265,1177.12630202229,218.699052329939,"0-500",19.37625,-2803.1497,0.140852,2660.81258450214,500,0,250,5.32136490960976,-0.851236981956184,251,2.39967372148104,3.42501428590691
0.11145,38.8942,6.7512,0.716007594092935,0,186.812255767514,0,"0-500",19.5141666666667,-2834.6458,0.11145,187.658393058867,500,0,250,0.375056526723214,-0.952919927183744,251,2.39967372148104,2.27336799309036
0.115635,39.024,5.2533,0,100.043242944606,62.5463499078873,115.328821805785,"0-500",19.5754166666667,-2803.1497,0.115635,278.048544355538,500,0,250,0.555836829316557,-0.936910695273219,251,2.39967372148104,2.44412062579302
0.114856,39.0748,5.2538,0,222.289869748458,3172.33434240096,0,"0-500",19.5754166666667,-2803.1497,0.114856,3394.75434184668,500,0,250,6.78924842429884,-0.939846312625433,251,2.39967372148104,3.53080835244847
0.112992,39.1275,5.255,0,161.881834966059,352.212362864415,76.9687113591665,"0-500",19.5766666666667,-2803.1497,0.112992,591.193038886901,500,0,250,1.18212581837928,-0.946952304116997,251,2.39967372148104,2.7717293117352
0.11268,39.1752,5.2523,0,1005.07345865424,572.334410979779,31.3013266110878,"0-500",19.5616666666667,-2803.1497,0.11268,1608.83932594237,500,0,250,3.21741839249021,-0.948153161686264,251,2.39967372148104,3.20651267347073
0.109473,39.1752,5.3172,0,43.0172667305956,207.621311662808,37.4108657278517,"0-500",19.5616666666667,-2803.1497,0.109473,288.179573818515,500,0,250,0.576098888242511,-0.960692980339062,251,2.39967372148104,2.45966319475595
0.106445,39.1753,5.3808,0,0,73.6540946734609,89.9761683231852,"0-500",19.5525,-2803.1497,0.106445,163.760392693906,500,0,250,0.327260525993292,-0.972874733694034,251,2.39967372148104,2.21420887108454
0.105602,39.1755,5.4443,0,75.5296128171227,0,20.1887741638929,"0-500",19.5375,-2803.1497,0.105602,95.8485166782754,500,0,250,0.191436773962031,-0.976327856605818,251,2.39967372148104,1.98158539626025
0.107863,39.1245,5.4448,0,150.499223181153,296.206107190348,0,"0-500",19.5454166666667,-2803.1497,0.107863,446.835460068761,500,0,250,0.893410660743002,-0.967127504821758,251,2.39967372148104,2.65014763065018
0.110763,39.0738,5.4445,0,76.125153947099,3606.54953294327,75.4570009077764,"0-500",19.5654166666667,-2803.1497,0.110763,3758.26181749541,500,0,250,7.51626337559629,-0.955605289963287,251,2.39967372148104,3.57498703173385
0.112117,39.0242,5.4452,0,198.275875614061,416.779704507187,39.1249674776891,"0-500",19.5654166666667,-2803.1497,0.112117,654.310677296197,500,0,250,1.30836109519787,-0.950328531504658,251,2.39967372148104,2.81578400734251
0.111523,39.0258,5.3817,0,77.2494786135234,116.17200913397,0,"0-500",19.5741666666667,-2803.1497,0.111523,193.551617444753,500,0,250,0.386842975494987,-0.952635556445478,251,2.39967372148104,2.28679680492078
0.113612,39.0245,5.3172,0,24.265660350225,1329.01353988824,0,"0-500",19.5754166666667,-2803.1497,0.113612,1353.40932993573,500,0,250,2.70655840047693,-0.944575794870201,251,2.39967372148104,3.13142916603369
0.112682,39.0747,5.3182,0,97.3418012315909,187.595834491983,201.027025807794,"0-500",19.5754166666667,-2803.1497,0.112682,486.094791228628,500,0,250,0.971929323062736,-0.948145453297416,251,2.39967372148104,2.68672096739673
0.0920817,39.1227,5.3188,0,189.126393006274,433.132961110515,0,"0-500",19.5766666666667,-2803.1497,0.0920817,622.389483814049,500,0,250,1.24451870823358,-1.03582667141775,251,2.39967372148104,2.79406224599945
0.09044,39.1232,5.3822,0,115.646431847044,1515.22352579785,39.7711740243837,"0-500",19.5579166666667,-2803.1497,0.09044,1670.77126136654,500,0,250,3.34128226333856,-1.04363944632668,251,2.39967372148104,3.22291699643671
0.09196,39.074,5.3837,0,0,1814.37200622491,158.397332743932,"0-500",19.5741666666667,-2803.1497,0.09196,1972.8994686661,500,0,250,3.94553867793768,-1.03640103740276,251,2.39967372148104,3.29510495584726
0.0927444,39.0997,5.349,0,169.746403902408,0,0,"0-500",19.5579166666667,-2803.1497,0.0927444,169.876533599668,500,0,250,0.339492807804816,-1.03271230405817,251,2.39967372148104,2.23013339045206
0.0919425,39.2683,5.3515,0,52.7853562938727,725.936328393992,0,"0-500",19.545,-2803.1497,0.0919425,778.851814385125,500,0,250,1.55744336937573,-1.03648369156413,251,2.39967372148104,2.89145483595664
0.0942667,39.3173,5.3495,0,23.0386375377191,601.22343357534,0,"0-500",19.545,-2803.1497,0.0942667,624.392200810319,500,0,250,1.24852414222612,-1.02564169602535,251,2.39967372148104,2.79545746971678
0.095575,39.367,5.351,0.666708073258177,34.2575386687263,265.865814113029,0,"0-500",19.53375,-2803.1497,0.095575,300.920190552273,500,0,250,0.601580121710027,-1.01965569330893,251,2.39967372148104,2.47845132815637
0.0961567,39.4173,5.3537,0,130.141735848937,113.841832136867,69.9076614315677,"0-500",19.5141666666667,-2803.1497,0.0961567,314.021359114632,500,0,250,0.627782458834743,-1.01702044962984,251,2.39967372148104,2.49695918893354
0.0983533,39.467,5.3498,0,7.95879304976784,268.142531243722,0,"0-500",19.5141666666667,-2803.1497,0.0983533,276.23145399075,500,0,250,0.55220264858698,-1.0072110638306,251,2.39967372148104,2.44127312940862
0.0994967,39.5165,5.3507,0.60909089962428,83.9532105930915,137.988414891984,311.038674011474,"0-500",19.4891666666667,-2803.1497,0.0994967,533.719520093434,500,0,250,1.06717878079235,-1.00219132322972,251,2.39967372148104,2.72731308684675
0.101088,39.565,5.352,1.43568565878611,1632.94944850468,48.3563018464528,305.140940119628,"0-500",19.4891666666667,-2803.1497,0.101088,1988.01250582681,500,0,250,3.97576475225909,-0.995300395774945,251,2.39967372148104,3.29841911205048
