"Surface_Chlorophyll_a","Latitude","Longitude","Acantharia_.mgC.m2.","Collodaria_.mgC.m2.","Phaeodaria_.mgC.m2.","Rhizaria_.other._.mgC.m2.","Layer_depth_.m.","SST","BATHY","CHLO","tot_rhiz","upperz","lowerz","avez","rhiz_dens","logchlo","Depth","logdepth","logBiom"
0.0688983,38.9622,14.3237,0,911.897962068671,371.024893758538,153.468226773434,"0-200",20.0483333333333,-1480.315,0.0688983,1436.45078283172,200,0,100,7.18195541300321,-1.16179149376331,101,2.00432137378264,3.15729075033439
0.0600656,34.3285,19.8193,0,1606.58850783562,0,0,"0-200",21.2045833333333,-3338.5828,0.0600656,1606.6482080667,200,0,100,8.0329425391781,-1.22137418036675,101,2.00432137378264,3.20592079398755
0.0600656,34.3305,19.8187,0,402.928262361884,242.87342801013,0,"0-200",21.2045833333333,-3338.5828,0.0600656,645.861390603094,200,0,100,3.22900845186007,-1.22137418036675,101,2.00432137378264,2.81013932332747
0.0527544,34.2597,20.9845,0,47.6712781571822,87.7938138524492,0,"0-200",21.0908333333333,-2708.6614,0.0527544,135.524792240711,200,0,100,0.677325460048157,-1.27774131202973,101,2.00432137378264,2.1320187501804
0.04595,34.1838,22.1635,0,905.965189773988,452.058503451689,0,"0-200",20.7170833333333,-2803.1497,0.04595,1358.08339345676,200,0,100,6.79011846612838,-1.33771448427787,101,2.00432137378264,3.13292643872659
0.04595,34.1852,22.161,0,116.131263734348,231.477913738147,0,"0-200",20.7170833333333,-2803.1497,0.04595,347.668877703575,200,0,100,1.73804588736247,-1.33771448427787,101,2.00432137378264,2.54116581565723
0.0595317,34.1167,23.3267,0,0,402.773429919127,0,"0-200",20.3375,-2645.6692,0.0595317,402.833130150207,200,0,100,2.01386714959563,-1.22525171546475,101,2.00432137378264,2.60512518097229
0.054925,34.0453,24.4963,0,2792.89720219287,210.703181164579,0,"0-200",20.8791666666667,-1984.252,0.054925,3003.66008358853,200,0,100,15.0180019167872,-1.26022993440745,101,2.00432137378264,3.4776507831342
0.054925,34.046,24.4973,0,202.038403883266,366.917943747359,0,"0-200",20.8791666666667,-1984.252,0.054925,569.016047861705,200,0,100,2.84478173815313,-1.26022993440745,101,2.00432137378264,2.75512451490035
0.050665,33.9735,25.6685,0,64.6822335443826,66.9473113095661,0,"0-200",21.3720833333333,-2015.748,0.050665,131.689245085029,200,0,100,0.658147724269743,-1.29529195301256,101,2.00432137378264,2.11955030806012
0.0695456,33.9027,26.836,0,3833.33459426727,0,0,"0-200",21.1779166666667,-2456.6929,0.0695456,3833.39429449835,200,0,100,19.1666729713364,-1.15773034167723,101,2.00432137378264,3.58358349212623
0.0695456,33.9032,26.8353,0,1415.21926837635,0,0,"0-200",21.1779166666667,-2456.6929,0.0695456,1415.27896860743,200,0,100,7.07609634188175,-1.15773034167723,101,2.00432137378264,3.15084205299496
0.0428117,33.6988,30.16,0,107.324047749995,115.297912481464,0,"0-200",21.3308333333333,-2582.6772,0.0428117,222.681660462539,200,0,100,1.1131098011573,-1.36843752652307,101,2.00432137378264,2.34768445103543
0.06026,33.5803,31.9337,0,1464.84524837803,65.0569552741267,0,"0-200",22.2454166666667,-2267.7166,0.06026,1529.96190388324,200,0,100,7.64951101826078,-1.21997087266266,101,2.00432137378264,3.18468061700108
0.0619067,33.5828,31.93,0,445.44370506723,59.3200193968386,133.22314536134,"0-200",22.2454166666667,-2267.7166,0.0619067,638.046570056489,200,0,100,3.18993434912704,-1.20826234588191,101,2.00432137378264,2.80485237837702
0.0471325,33.4747,32.7728,0,27.2674970253487,135.905210517706,37.5711932109581,"0-200",22.3383333333333,-1259.8425,0.0471325,200.803600985093,200,0,100,1.00371950377006,-1.32667952380053,101,2.00432137378264,2.30277149668978
